,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv
bibletime.csv,0.52,0.07,0.42,0.75,0.44,0.56,0.64,0.55,0.53,0.25,0.56,0.17,0.76,0.3,0.77,0.24,0.39,0.94
decidr.csv,0.42,0.1,0.46,0.6,0.26,0.35,0.81,0.54,0.49,0.27,0.53,0.13,0.6,0.25,0.76,0.21,0.29,0.85
doomlegacy.csv,0.58,0.0,0.38,0.82,0.36,0.38,0.55,0.5,0.82,0.27,0.55,0.16,0.6,0.26,0.83,0.09,0.28,0.96
elmo.csv,0.54,0.12,0.64,0.57,0.34,0.43,0.69,0.57,0.74,0.0,0.22,0.16,0.6,0.29,0.76,0.25,0.59,0.67
gpac.csv,0.39,0.08,0.53,0.59,0.2,0.35,0.56,0.71,0.51,0.23,0.34,0.13,0.66,0.25,0.68,0.2,0.28,0.7
illumination.csv,0.0,0.06,0.5,0.54,0.0,0.34,0.56,0.0,0.0,0.21,0.44,0.06,0.58,0.27,0.0,0.59,0.29,0.81
img-browse-sort.csv,0.57,0.08,0.58,0.79,0.51,0.51,0.6,0.64,0.68,0.28,0.62,0.18,0.79,0.53,0.85,0.23,0.5,0.86
ktc.csv,0.69,0.1,0.56,0.8,0.56,0.62,0.69,0.57,0.63,0.39,0.8,0.22,0.88,0.33,0.94,0.28,0.75,0.9
neoengine.csv,0.56,0.07,0.6,0.79,0.41,0.42,0.66,0.55,0.48,0.32,0.52,0.14,0.8,0.33,0.79,0.21,0.53,0.89
nicepress.csv,0.42,0.08,0.38,0.63,0.33,0.59,0.68,0.53,0.48,0.31,0.65,0.19,0.59,0.28,0.83,0.26,0.28,0.88
omseek.csv,0.71,0.0,0.76,0.0,0.79,0.14,0.72,0.5,0.62,0.22,0.59,0.29,0.85,0.3,1.0,0.33,1.0,0.88
pi-qmc.csv,0.34,0.07,0.45,0.65,0.26,0.5,0.67,0.53,0.48,0.27,0.49,0.12,0.82,0.33,0.75,0.23,0.61,0.81
rosegarden.csv,0.57,0.08,0.38,0.77,0.57,0.51,0.53,0.64,0.6,0.33,0.49,0.14,0.62,0.33,0.8,0.27,0.27,0.91
sigil.csv,0.59,0.08,0.63,0.86,0.5,0.42,0.59,0.63,0.66,0.27,0.5,0.15,0.88,0.34,0.87,0.17,0.69,0.85
smarttag.csv,0.48,0.06,0.38,0.66,0.48,0.66,0.69,0.68,0.56,0.5,0.61,0.16,0.83,0.31,0.79,0.19,0.64,1.0
sylpheed-claws.csv,0.43,0.07,0.39,0.61,0.28,0.34,0.6,0.64,0.71,0.28,0.46,0.11,0.58,0.24,0.75,0.21,0.27,0.82
xemeiah.csv,0.6,0.1,0.41,0.88,0.41,0.42,0.59,0.59,0.53,0.29,0.72,0.2,0.8,0.29,0.83,0.0,0.5,0.92
zscreen.csv,0.52,0.08,0.48,0.87,0.36,0.38,0.59,0.65,0.61,0.25,0.53,0.15,0.75,0.25,0.81,0.22,0.5,0.86
