,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv
bibletime.csv,0.57,0.13,0.57,0.7,0.52,0.61,0.7,0.71,0.67,0.27,0.58,0.28,0.73,0.4,0.72,0.36,0.52,0.82
decidr.csv,0.48,0.18,0.57,0.7,0.38,0.52,0.77,0.68,0.65,0.42,0.67,0.22,0.73,0.39,0.75,0.32,0.45,0.88
doomlegacy.csv,0.67,0.0,0.54,0.44,0.48,0.5,0.68,0.1,0.33,0.43,0.6,0.27,0.75,0.37,0.78,0.1,0.44,0.49
elmo.csv,0.42,0.2,0.11,0.27,0.28,0.14,0.36,0.23,0.29,0.0,0.05,0.19,0.19,0.3,0.44,0.29,0.51,0.16
gpac.csv,0.52,0.16,0.26,0.58,0.21,0.34,0.58,0.69,0.66,0.3,0.24,0.18,0.47,0.24,0.32,0.29,0.41,0.18
illumination.csv,0.0,0.11,0.12,0.56,0.0,0.48,0.03,0.0,0.0,0.3,0.51,0.11,0.74,0.42,0.0,0.67,0.44,0.86
img-browse-sort.csv,0.66,0.14,0.52,0.76,0.53,0.59,0.64,0.5,0.54,0.4,0.66,0.28,0.83,0.6,0.43,0.34,0.42,0.75
ktc.csv,0.72,0.16,0.64,0.29,0.55,0.38,0.5,0.58,0.52,0.44,0.21,0.31,0.67,0.5,0.54,0.29,0.53,0.58
neoengine.csv,0.56,0.13,0.64,0.71,0.43,0.54,0.71,0.71,0.64,0.46,0.39,0.24,0.71,0.49,0.78,0.32,0.64,0.89
nicepress.csv,0.47,0.15,0.55,0.54,0.47,0.66,0.73,0.66,0.64,0.44,0.65,0.28,0.71,0.42,0.45,0.39,0.42,0.78
omseek.csv,0.35,0.0,0.2,0.0,0.35,0.05,0.24,0.07,0.16,0.27,0.24,0.4,0.67,0.39,0.07,0.23,0.37,0.36
pi-qmc.csv,0.3,0.13,0.59,0.66,0.23,0.55,0.54,0.68,0.65,0.35,0.4,0.21,0.69,0.48,0.72,0.36,0.68,0.68
rosegarden.csv,0.68,0.13,0.55,0.34,0.63,0.52,0.58,0.58,0.43,0.26,0.42,0.23,0.74,0.5,0.85,0.21,0.4,0.76
sigil.csv,0.69,0.13,0.62,0.74,0.55,0.5,0.68,0.48,0.51,0.42,0.61,0.25,0.84,0.49,0.71,0.24,0.51,0.83
smarttag.csv,0.53,0.11,0.54,0.6,0.46,0.58,0.48,0.48,0.51,0.53,0.55,0.25,0.67,0.41,0.58,0.25,0.5,0.48
sylpheed-claws.csv,0.59,0.13,0.55,0.74,0.43,0.51,0.72,0.66,0.71,0.43,0.63,0.2,0.74,0.38,0.85,0.35,0.42,0.9
xemeiah.csv,0.61,0.13,0.56,0.45,0.5,0.56,0.72,0.67,0.66,0.43,0.75,0.25,0.74,0.44,0.5,0.0,0.54,0.65
zscreen.csv,0.65,0.12,0.6,0.8,0.5,0.53,0.71,0.69,0.57,0.39,0.67,0.24,0.78,0.39,0.76,0.34,0.54,0.86
