,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,chaosrts.csv
chaosrts.csv,0.77,0.49,0.7,0.33,0.49,0.76
lazarus-ccr.csv,0.78,0.53,0.72,0.56,0.27,0.53
lcfizvtop.csv,0.42,0.7,0.47,0.37,0.81,0.43
migen.csv,0.36,0.69,0.07,0.17,0.41,0.58
mvnforum.csv,0.0,0.42,0.69,0.41,0.11,0.37
plplot.csv,0.55,0.59,0.53,0.7,0.54,0.66
