,arianne.csv,knowledge.csv,bl-toolkit.csv,voms.csv,amateur-scrolls.csv,micomt.csv,kml.csv,ultimairis.csv,sigil.csv,auber.csv,lufa-lib.csv,lportal.csv,les-indemodables.csv,keyczar.csv,growl-for-windows.csv
amateur-scrolls.csv,0.44,0.96,0.75,0.19,0.52,0.67,0.0,0.41,0.83,0.87,0.55,0.02,0.5,0.81,0.0
arianne.csv,0.72,0.92,0.69,0.12,0.3,0.24,0.49,0.3,0.68,0.56,0.44,0.04,0.37,0.64,0.66
auber.csv,0.62,0.95,0.69,0.14,0.39,0.38,0.55,0.75,0.66,0.79,0.5,0.04,0.45,0.83,0.47
bl-toolkit.csv,0.52,0.94,0.92,0.16,0.31,0.16,0.5,0.28,0.58,0.48,0.43,0.09,0.36,0.76,0.63
growl-for-windows.csv,0.0,0.98,0.83,0.12,0.38,0.0,0.74,0.46,0.72,0.66,0.4,0.0,0.49,0.84,0.92
keyczar.csv,0.41,0.0,0.0,0.5,0.29,0.02,0.3,0.14,0.4,0.26,0.22,0.0,0.75,0.92,0.68
kml.csv,0.56,0.93,0.83,0.13,0.33,0.25,0.75,0.33,0.74,0.62,0.5,0.04,0.39,0.88,0.63
knowledge.csv,0.62,1.0,0.75,0.16,0.34,0.19,0.57,0.31,0.64,0.59,0.45,0.04,0.43,0.83,0.52
les-indemodables.csv,0.55,0.98,0.74,0.2,0.44,0.23,0.69,0.33,0.84,0.68,0.48,0.05,0.56,0.86,0.71
lportal.csv,0.6,1.0,1.0,0.0,0.0,1.0,0.9,0.0,0.83,0.9,0.75,0.14,0.5,0.0,0.0
lufa-lib.csv,0.43,0.9,0.76,0.11,0.36,0.21,0.53,0.33,0.66,0.59,0.61,0.05,0.4,0.78,0.62
micomt.csv,0.5,0.92,0.7,0.12,0.31,0.55,0.55,0.35,0.67,0.59,0.52,0.04,0.38,0.79,0.69
sigil.csv,0.67,0.96,0.84,0.17,0.44,0.64,1.0,0.43,0.86,0.71,0.59,0.06,0.44,0.78,0.91
ultimairis.csv,0.59,0.97,0.76,0.18,0.53,0.44,0.48,0.6,0.8,0.76,0.45,0.04,0.78,1.0,0.64
voms.csv,0.61,0.96,0.69,0.44,0.0,0.71,0.67,0.73,0.8,0.78,0.56,0.04,0.48,0.0,0.84
