,arianne.csv,knowledge.csv,bl-toolkit.csv,voms.csv,amateur-scrolls.csv,micomt.csv,kml.csv,ultimairis.csv,sigil.csv,auber.csv,lufa-lib.csv,lportal.csv,les-indemodables.csv,keyczar.csv,growl-for-windows.csv
amateur-scrolls.csv,0.2,0.42,0.06,0.67,0.75,0.46,0.0,0.32,0.65,0.19,0.1,0.09,0.14,0.27,0.0
arianne.csv,0.7,0.97,1.0,1.0,0.95,1.0,1.0,0.96,0.83,1.0,0.97,0.95,0.97,0.15,0.92
auber.csv,0.57,0.92,1.0,0.89,0.65,0.77,0.94,0.32,0.79,0.79,0.82,0.99,0.81,0.71,0.22
bl-toolkit.csv,0.77,0.81,0.74,0.56,0.95,0.85,0.92,0.83,0.94,0.69,1.0,0.81,1.0,1.0,0.61
growl-for-windows.csv,0.0,0.63,0.1,0.78,0.15,0.0,0.39,0.26,0.75,0.31,0.34,0.0,0.62,0.56,0.64
keyczar.csv,0.19,0.0,0.0,0.22,0.25,0.08,0.08,0.13,0.04,0.07,0.13,0.0,0.08,0.75,0.42
kml.csv,0.75,0.89,0.7,1.0,1.0,1.0,0.75,0.94,0.96,0.97,0.62,0.99,1.0,0.62,0.75
knowledge.csv,0.59,0.85,0.76,0.78,0.65,1.0,0.81,0.43,0.96,0.81,0.76,0.98,0.76,0.52,0.31
les-indemodables.csv,0.63,0.63,0.62,0.56,0.6,0.46,0.81,0.62,0.6,0.75,0.21,0.94,0.65,0.5,0.69
lportal.csv,0.06,0.19,0.06,0.0,0.0,0.08,0.25,0.0,0.1,0.13,0.02,0.71,0.57,0.0,0.0
lufa-lib.csv,0.45,0.71,0.78,0.78,1.0,0.77,0.69,0.66,0.81,0.6,0.66,0.89,0.97,0.67,0.36
micomt.csv,0.87,0.98,0.88,0.78,0.65,0.92,0.64,0.96,0.94,0.82,0.51,0.97,0.86,0.31,0.86
sigil.csv,0.61,0.79,0.52,0.11,0.95,0.54,0.08,0.55,0.83,0.52,0.34,0.9,0.76,0.15,0.56
ultimairis.csv,0.6,0.55,0.78,0.33,0.5,0.62,1.0,0.64,0.08,0.48,0.92,1.0,0.19,0.04,0.19
voms.csv,0.55,0.87,0.96,0.89,0.0,0.38,0.72,0.23,0.75,0.43,0.36,0.99,0.84,0.0,0.44
