,f1,g,recall,precision,pf,wins
amateur-scrolls.csv,0.29,0.23,0.2,0.52,0.19,2
arianne.csv,0.6,0.18,0.97,0.49,0.95,3
auber.csv,0.59,0.64,0.79,0.55,0.55,10
bl-toolkit.csv,0.6,0.34,0.83,0.48,0.89,4
growl-for-windows.csv,0.36,0.37,0.34,0.49,0.13,5
keyczar.csv,0.13,0.1,0.08,0.29,0.2,0
kml.csv,0.64,0.6,0.94,0.56,0.71,11
knowledge.csv,0.56,0.6,0.76,0.52,0.56,8
les-indemodables.csv,0.6,0.59,0.62,0.56,0.33,12
lportal.csv,0.11,0.07,0.06,0.6,0.0,1
lufa-lib.csv,0.56,0.59,0.71,0.53,0.6,7
micomt.csv,0.59,0.53,0.86,0.55,0.76,6
sigil.csv,0.58,0.59,0.55,0.67,0.23,14
ultimairis.csv,0.52,0.49,0.55,0.6,0.2,9
voms.csv,0.58,0.48,0.55,0.67,0.21,13
