,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.22,0.24,0.38,0.5,0.85,0.04,0.44,0.9,0.14,0.49,0.2,0.39,0.13,0.03,0.93,0.37,0.0,0.7,0.0,0.9
alleg.csv,0.26,0.38,0.64,0.05,0.67,0.31,0.07,0.69,0.4,0.35,0.49,0.21,0.66,0.66,0.55,0.62,0.67,0.35,0.19,0.05
biodwh.csv,0.22,0.31,0.19,0.15,0.31,0.35,0.1,0.24,0.21,0.44,0.17,0.32,0.19,0.25,0.0,0.14,0.0,0.17,0.27,0.17
factor.csv,0.14,0.08,0.49,0.0,0.64,0.38,0.0,0.18,0.16,0.02,0.41,0.13,0.25,0.59,0.0,0.2,0.78,0.17,0.3,0.07
iaml.csv,0.27,0.28,0.15,0.71,0.23,0.27,0.29,0.08,0.22,0.16,0.22,0.42,0.25,0.09,0.45,0.65,0.0,0.61,0.3,0.12
icescrum.csv,0.19,0.32,0.21,0.32,0.38,0.16,0.2,0.22,0.23,0.4,0.28,0.42,0.25,0.16,0.62,0.68,0.0,0.52,0.42,0.27
jbasic.csv,0.52,0.53,0.3,0.38,0.56,1.0,0.41,0.25,0.84,0.07,0.96,0.68,0.41,0.69,0.03,0.85,0.44,1.0,0.5,0.34
jcache.csv,0.64,0.55,0.83,0.65,0.08,0.91,0.55,0.59,0.64,0.6,0.42,0.49,0.34,0.5,0.72,0.37,0.44,0.3,0.48,0.17
ktc.csv,0.23,0.17,0.45,0.23,0.33,0.44,0.35,0.45,0.32,0.49,0.22,0.34,0.27,0.56,0.62,0.24,0.22,0.13,0.3,0.05
moast.csv,0.5,0.36,0.47,1.0,1.0,1.0,0.85,0.52,0.15,1.0,0.39,0.54,0.52,0.69,0.03,1.0,1.0,0.26,1.0,0.83
natpad.csv,0.36,0.52,0.57,0.12,0.62,0.47,0.33,0.68,0.56,0.33,0.51,0.54,0.59,0.75,0.38,0.66,0.78,0.35,0.31,0.32
nebuladevice.csv,0.54,0.35,0.74,0.38,0.64,0.0,0.58,0.59,0.34,0.21,0.58,0.24,0.65,0.53,0.9,0.51,0.33,0.7,0.02,0.83
nosleepsoftware.csv,0.18,0.13,0.19,0.18,0.0,0.02,0.29,0.04,0.06,0.0,0.13,0.13,0.3,0.25,0.31,0.13,0.0,0.22,0.14,0.02
pixel-commandos.csv,0.08,0.09,0.04,0.06,0.49,0.13,0.18,0.17,0.26,0.44,0.0,0.15,0.07,0.12,0.0,0.11,0.0,0.0,0.02,0.0
riff-evolve.csv,0.28,0.22,0.34,0.12,0.59,0.33,0.37,0.23,0.2,0.6,0.13,0.3,0.2,0.34,0.69,0.58,0.0,0.22,0.23,0.22
rosegarden.csv,0.38,0.23,0.47,0.52,0.23,0.56,0.33,0.74,0.44,0.44,0.29,0.58,0.31,0.47,0.55,0.24,0.33,0.57,0.48,0.34
smarttag.csv,0.54,0.48,0.57,0.14,0.28,0.24,0.41,0.42,0.7,0.3,0.55,0.46,0.68,0.59,1.0,0.42,0.11,0.83,0.0,0.24
wxcode.csv,0.21,0.16,0.11,0.21,0.05,0.31,0.27,0.48,0.27,0.09,0.18,0.41,0.19,0.16,0.31,0.11,0.11,0.26,0.14,0.22
xined.csv,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.29
zemljanka.csv,0.81,0.85,0.72,1.0,0.82,0.56,0.97,0.58,0.8,0.84,0.71,0.77,0.7,0.5,0.83,0.97,0.0,1.0,0.83,1.0
