,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,ogre.csv,autat.csv,mimosa.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,google-web-toolkit.csv,qdvdauthor.csv
auber.csv,0.79,0.13,0.53,0.72,0.45,0.43,0.49,0.85,0.69,0.32,0.64,0.76,0.58,0.52,0.1,0.61,0.79,0.69,0.74
autat.csv,0.8,0.17,0.26,0.58,0.4,0.44,0.57,0.68,0.15,0.39,0.28,0.57,0.61,0.27,0.25,0.51,0.58,0.5,0.52
brlcad.csv,0.76,0.52,0.7,0.14,0.24,0.28,0.48,0.32,0.11,0.3,0.0,0.44,0.4,0.14,0.29,0.28,0.37,0.36,0.24
delphilhlplib.csv,0.76,0.52,0.88,0.54,0.51,0.39,0.61,0.71,0.18,0.32,0.67,0.64,0.59,0.58,0.31,0.53,0.52,0.56,0.56
exordium.csv,0.75,0.39,0.8,0.57,0.6,0.41,0.53,0.79,0.14,0.39,0.51,0.58,0.16,0.47,0.24,0.54,0.53,0.56,0.56
fltk.csv,0.78,0.29,0.72,0.71,0.55,0.36,0.51,0.68,0.24,0.34,0.62,0.66,0.68,0.48,0.24,0.65,0.62,0.65,0.68
google-web-toolkit.csv,0.61,0.1,0.62,0.55,0.46,0.38,0.17,0.54,0.15,0.31,0.71,0.56,0.21,0.48,0.1,0.48,0.45,0.71,0.53
gzigzag.csv,0.77,0.15,0.52,0.49,0.63,0.44,0.31,0.77,0.19,0.32,0.53,0.35,0.6,0.55,0.09,0.47,0.39,0.47,0.37
irrlicht.csv,0.76,0.0,0.85,0.73,0.4,0.38,0.55,0.92,0.0,0.32,0.64,0.77,0.6,0.52,0.16,0.71,0.71,0.05,0.81
mimosa.csv,0.69,0.41,0.89,0.59,0.39,0.39,0.4,0.6,0.93,0.33,0.78,0.71,0.53,0.5,0.17,0.64,0.69,0.64,0.69
mptvseries.csv,0.77,0.42,0.07,0.62,0.49,0.35,0.7,0.71,0.13,0.18,0.64,0.49,0.74,0.51,0.3,0.5,0.62,0.37,0.58
ogre.csv,0.13,0.29,0.68,0.59,0.24,0.38,0.31,0.68,0.97,0.23,0.68,0.67,0.4,0.5,0.16,0.51,0.64,0.6,0.68
openfrag.csv,0.77,0.4,0.83,0.63,0.57,0.35,0.63,0.91,0.39,0.34,0.63,0.67,0.6,0.61,0.14,0.77,0.65,0.69,0.63
qdvdauthor.csv,0.52,0.37,0.57,0.66,0.33,0.3,0.59,0.72,0.55,0.17,0.55,0.71,0.6,0.42,0.13,0.67,0.73,0.46,0.82
qse.csv,0.67,0.28,0.67,0.71,0.49,0.43,0.62,0.9,0.31,0.36,0.51,0.73,0.82,0.52,0.19,0.45,0.49,0.6,0.55
sauerbraten.csv,0.76,0.23,0.62,0.73,0.4,0.4,0.56,0.85,0.96,0.3,0.69,0.79,0.59,0.5,0.13,0.66,0.78,0.71,0.8
toped.csv,0.78,0.29,0.65,0.66,0.41,0.35,0.59,0.88,0.69,0.3,0.62,0.74,0.6,0.28,0.17,0.64,0.72,0.67,0.78
truevision.csv,0.78,0.03,0.54,0.73,0.46,0.42,0.6,0.83,0.29,0.36,0.53,0.7,0.11,0.64,0.22,0.6,0.61,0.63,0.7
zoolib.csv,0.79,0.24,0.71,0.55,0.49,0.38,0.62,0.71,0.23,0.35,0.5,0.59,0.43,0.48,0.34,0.41,0.61,0.5,0.47
