,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,ogre.csv,autat.csv,mimosa.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,google-web-toolkit.csv,qdvdauthor.csv
auber.csv,0.56,0.94,0.83,0.96,0.58,0.67,0.75,0.4,0.54,0.79,1.0,0.82,0.75,0.58,0.88,0.6,0.34,0.7,0.63
autat.csv,0.71,0.88,0.85,0.59,0.69,0.56,0.51,0.52,1.05,0.56,0.93,0.63,0.49,0.84,0.61,0.64,0.56,0.65,0.66
brlcad.csv,0.92,0.45,0.46,0.93,0.84,0.76,0.68,0.81,1.07,0.66,1.0,0.72,0.74,0.92,0.42,0.83,0.77,0.79,0.88
delphilhlplib.csv,0.88,0.46,0.31,0.6,0.61,0.61,0.49,0.61,1.03,0.63,0.46,0.6,0.57,0.52,0.39,0.63,0.64,0.71,0.63
exordium.csv,0.8,0.68,0.46,0.57,0.36,0.61,0.56,0.53,1.05,0.56,0.62,0.6,0.91,0.64,0.48,0.61,0.61,0.71,0.63
fltk.csv,0.71,0.74,0.57,0.43,0.42,0.74,0.57,0.52,1.0,0.93,0.91,0.64,0.54,0.62,0.75,0.49,0.52,0.64,0.54
google-web-toolkit.csv,0.54,0.94,0.69,0.61,0.56,0.61,0.9,0.64,1.05,0.64,0.54,0.66,0.89,0.6,0.91,0.67,0.7,0.49,0.63
gzigzag.csv,0.46,0.9,0.69,0.67,0.39,0.54,0.8,0.64,0.93,0.66,0.61,0.8,0.57,0.54,0.91,0.68,0.74,0.7,0.78
irrlicht.csv,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.63,1.0,1.0,0.99,1.0,1.0,0.98,1.0
mimosa.csv,0.97,0.95,0.67,0.6,0.85,0.9,0.91,0.93,1.01,0.94,0.3,0.69,0.86,0.83,0.88,0.89,0.98,0.83,0.93
mptvseries.csv,0.53,0.63,0.96,0.52,0.5,0.7,0.35,0.49,1.05,0.84,0.57,0.69,0.33,0.61,0.71,0.65,0.52,0.77,0.59
ogre.csv,0.93,0.75,0.81,0.65,0.98,0.86,0.99,1.07,0.05,0.85,0.42,0.87,0.78,0.97,0.86,0.95,0.81,0.75,0.76
openfrag.csv,0.92,0.79,0.53,0.62,0.44,0.68,0.43,0.67,1.25,0.79,0.82,0.6,0.54,0.43,0.74,0.34,0.51,0.68,0.57
qdvdauthor.csv,0.64,0.91,0.84,0.85,0.84,0.73,0.63,0.45,1.17,0.95,0.66,0.81,1.0,0.66,0.75,0.7,0.47,0.73,0.37
qse.csv,0.7,0.78,0.77,0.64,0.5,0.72,0.45,0.67,0.82,0.61,0.9,0.74,0.23,0.55,0.62,0.7,0.72,0.79,0.66
sauerbraten.csv,0.54,0.86,0.98,0.96,0.82,0.86,0.97,0.69,1.0,1.0,0.74,0.79,1.0,0.93,0.79,0.99,0.57,0.86,1.0
toped.csv,0.79,0.82,0.82,0.85,0.78,0.93,0.63,0.22,1.1,0.79,1.0,0.81,0.94,0.81,0.64,0.65,0.46,0.71,0.52
truevision.csv,0.67,0.99,0.94,0.64,0.64,0.61,0.52,0.5,0.97,0.57,0.61,0.59,0.94,0.39,0.53,0.54,0.54,0.62,0.62
zoolib.csv,0.63,0.85,0.65,0.59,0.49,0.66,0.53,0.53,0.87,0.58,0.64,0.61,0.71,0.61,0.39,0.73,0.55,0.69,0.78
