,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.2,0.62,0.21,0.74,0.32,0.38,0.43,0.63,0.48,0.87
geotools.csv,0.17,0.65,0.24,0.84,0.32,0.37,0.41,0.64,0.5,0.72
gephex.csv,0.17,0.64,0.14,0.78,0.3,0.31,0.35,0.79,0.61,0.61
haggle.csv,0.03,0.74,0.2,1.0,0.3,0.24,0.3,0.58,0.51,0.0
java-gnome.csv,0.15,0.53,0.24,0.96,0.24,0.37,0.34,0.68,0.56,0.6
jgnash.csv,0.14,0.69,0.35,0.83,0.37,0.33,0.38,0.61,0.53,0.67
jrdf.csv,0.09,0.48,0.12,0.83,0.43,0.46,0.31,0.69,0.75,0.41
mpqc.csv,0.31,0.6,0.0,0.71,0.28,0.0,0.16,0.58,0.55,0.87
panda3d.csv,0.21,0.66,0.18,0.85,0.44,0.36,0.34,0.6,0.53,0.74
tencompetence.csv,0.25,0.51,0.16,0.83,0.34,0.19,0.2,0.55,0.84,0.24
