,f1,g,recall,precision,pf,wins
algebsql.csv,0.44,0.44,0.53,0.7,0.66,5
ivef-sdk.csv,0.58,0.53,0.6,0.55,0.6,11
jmri.csv,0.42,0.42,0.37,0.55,0.22,8
jython.csv,0.39,0.36,0.37,0.64,0.31,7
kdenlive.csv,0.55,0.53,0.64,0.5,0.58,10
opentibia.csv,0.44,0.45,0.43,0.51,0.38,6
projectfactory.csv,0.56,0.57,0.59,0.52,0.42,12
runuomondains.csv,0.56,0.5,0.58,0.48,0.52,9
somap.csv,0.58,0.29,0.88,0.48,0.92,2
taverna.csv,0.38,0.28,0.29,0.56,0.2,3
tigermud.csv,0.33,0.39,0.38,0.38,0.35,1
unbvision.csv,0.28,0.27,0.38,0.45,0.35,0
x-ray-mule.csv,0.44,0.34,0.48,0.56,0.44,4
