,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,tigermud.csv
algebsql.csv,0.81,0.76,0.56,0.95,0.48,0.52,0.74,0.26,0.78,0.83,0.45,0.67,0.8
ivef-sdk.csv,0.44,0.48,0.64,0.48,0.61,0.61,0.7,0.0,0.47,0.48,0.5,0.56,0.95
jmri.csv,0.57,0.65,0.56,0.88,0.62,0.82,0.52,0.96,0.85,0.68,0.82,0.55,0.83
jython.csv,0.7,0.84,0.98,0.76,0.71,0.5,0.44,0.98,0.96,0.83,0.48,0.92,0.64
kdenlive.csv,0.4,0.43,0.4,0.39,0.4,0.52,0.54,0.26,0.46,0.38,0.4,0.4,0.37
opentibia.csv,0.65,0.46,0.65,0.64,0.5,0.75,0.46,0.3,0.86,0.67,0.57,0.52,0.48
projectfactory.csv,0.49,0.49,0.5,0.86,0.42,0.88,0.53,0.26,0.44,0.53,0.48,0.5,0.43
runuomondains.csv,0.4,0.44,0.41,0.35,0.4,0.47,0.42,0.95,0.42,0.38,0.73,0.45,0.5
somap.csv,0.43,0.45,0.38,0.43,0.41,0.47,0.48,0.26,0.49,0.41,0.44,0.38,0.43
taverna.csv,0.74,0.74,0.98,0.56,0.69,0.83,0.68,0.24,0.81,0.47,0.86,0.76,0.66
tigermud.csv,0.82,0.76,0.49,0.91,0.71,0.0,0.67,0.27,0.86,0.93,0.62,0.44,0.57
unbvision.csv,0.43,0.42,0.43,0.4,0.55,0.42,0.52,0.25,0.49,0.5,0.45,0.9,0.5
x-ray-mule.csv,0.69,0.81,0.78,0.71,0.54,0.0,0.72,0.67,0.53,0.48,0.86,0.58,0.81
