,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,emeraldemu.csv,maya-work-in-progress.csv,unimrcp.csv,grafx2.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,xmoto.csv
emeraldemu.csv,0.71,0.65,0.7,0.13,0.17,0.71,0.72,0.13,0.02,0.11,0.61,0.09,0.52
grafx2.csv,0.79,0.72,0.69,0.76,0.3,0.68,0.66,0.69,0.8,0.78,0.57,0.67,0.62
jahshakafx.csv,0.83,0.65,0.75,0.6,0.39,0.76,0.66,0.42,0.49,0.71,0.67,0.7,0.48
kftpgrabber.csv,0.73,0.37,0.0,0.05,0.41,0.56,0.23,0.46,0.33,0.11,0.83,0.48,0.36
kindb.csv,0.76,0.56,0.79,0.77,0.47,0.67,0.39,0.05,0.45,0.81,0.74,0.17,0.56
maya-work-in-progress.csv,0.69,0.57,0.77,0.47,0.67,0.63,0.81,0.73,0.74,0.68,0.67,0.73,0.68
netatalk.csv,0.62,0.54,0.53,0.05,0.51,0.69,0.61,0.52,0.73,0.75,0.61,0.6,0.62
nullc.csv,0.68,0.05,0.0,0.09,0.76,0.68,0.36,0.42,0.74,0.61,0.41,0.45,0.5
plee-the-bear.csv,0.79,0.48,0.76,0.1,0.0,0.45,0.74,0.73,0.5,0.61,0.71,0.61,0.56
reaper-ecad.csv,0.45,0.19,0.07,0.72,0.24,0.39,0.04,0.0,0.0,0.07,0.31,0.17,0.2
unimrcp.csv,0.81,0.69,0.71,0.69,0.48,0.73,0.66,0.74,0.54,0.74,0.73,0.61,0.57
unladen-swallow.csv,0.31,0.48,0.49,0.05,0.28,0.44,0.52,0.72,0.47,0.45,0.56,0.67,0.17
xmoto.csv,0.74,0.64,0.72,0.1,0.57,0.69,0.53,0.52,0.71,0.0,0.62,0.0,0.73
