,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,power-architect.csv,bigdata.csv,kolmafia.csv,opendvr.csv,mevenide.csv,coot.csv,icescrum.csv,codesmith.csv,ta3d.csv,thedata.csv
apertium.csv,0.35,0.5,0.48,0.43,0.39,0.43,0.86,0.51,0.56,0.34,0.45,0.32,0.67,0.62,0.56,0.31,0.49,0.88,0.57
beast-mcmc.csv,0.54,0.39,0.52,0.54,0.48,0.4,0.38,0.43,0.4,0.35,0.42,0.39,0.47,0.46,0.46,0.41,0.63,0.4,0.5
bigdata.csv,0.81,0.52,0.68,0.51,0.58,0.7,0.37,0.67,0.75,0.65,0.46,0.57,0.88,0.92,0.88,0.5,0.61,0.41,0.38
codesmith.csv,0.66,0.54,0.8,0.58,0.7,0.44,0.6,0.5,0.0,0.44,0.71,0.95,0.56,0.88,0.61,0.69,0.5,0.79,0.83
coot.csv,0.51,0.6,0.59,0.57,0.0,0.64,0.42,0.89,0.6,0.59,0.7,0.75,0.0,0.58,0.46,0.62,0.86,0.0,0.48
cuberok.csv,0.65,0.63,0.63,0.77,0.45,0.48,0.54,0.56,0.65,0.63,0.46,0.43,0.44,0.55,0.91,0.56,0.59,0.41,0.44
icescrum.csv,0.53,0.5,0.7,0.57,0.48,0.46,0.43,0.47,0.53,0.52,0.5,0.4,0.53,0.54,0.45,0.48,0.93,0.38,0.89
jbasic.csv,0.4,0.41,0.57,0.47,0.47,0.4,0.44,0.5,0.43,0.37,0.51,0.38,0.47,0.45,0.44,0.38,0.56,0.42,0.59
jrefactory.csv,0.45,0.51,0.54,0.59,0.64,0.64,0.41,0.62,0.61,0.83,0.98,0.7,0.45,0.55,0.36,0.54,0.38,0.38,0.37
jsecurity.csv,0.8,0.48,0.46,0.82,0.46,0.53,0.42,0.65,0.69,0.68,0.63,0.49,0.64,0.75,0.36,0.89,0.41,0.33,0.5
kolmafia.csv,0.34,0.37,0.45,0.42,0.34,0.37,0.4,0.42,0.41,0.33,0.38,0.37,0.58,0.45,0.38,0.31,0.54,0.38,0.36
libopenmetaverse.csv,0.33,0.38,0.46,0.47,0.52,0.37,0.4,0.43,0.49,0.38,0.41,0.68,0.44,0.45,0.46,0.31,0.43,0.33,0.36
mevenide.csv,0.96,0.7,0.95,0.86,0.83,0.99,0.88,0.74,0.89,0.83,0.85,0.8,0.67,0.72,0.83,0.8,0.87,0.64,0.86
mobicents.csv,0.41,0.41,0.55,0.51,0.37,0.44,0.44,0.41,0.54,0.4,0.39,0.33,0.47,0.45,0.43,0.38,0.62,0.45,0.4
opendvr.csv,0.4,0.49,0.51,0.45,0.35,0.39,0.57,0.53,0.64,0.33,0.39,0.35,0.91,0.59,0.46,0.34,0.53,0.53,0.62
power-architect.csv,0.54,0.43,0.43,0.54,0.36,0.42,0.4,0.64,0.67,0.47,0.49,0.38,0.44,0.52,0.69,0.33,0.36,0.41,0.36
sidekar.csv,0.0,0.0,0.0,0.54,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.44,0.65,0.0,0.0,0.0,0.0,0.0
ta3d.csv,0.62,0.58,0.89,0.49,0.0,0.66,0.38,0.74,0.77,0.55,0.64,0.46,0.0,0.78,0.88,0.5,0.85,0.45,0.38
thedata.csv,0.42,0.6,0.7,0.53,0.59,0.49,0.43,0.5,0.48,0.37,0.51,0.4,0.44,0.62,0.42,0.6,0.9,0.4,0.89
