,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv
atomsite.csv,379.0,98.5,292.5,522.0,99.0,97.5,97.5,846.5,99.0,96.5,98.5,99.0,380.0,98.5,192.0,99.0
betoffice.csv,87.5,97.5,391.5,285.5,99.0,196.0,97.5,616.5,679.5,96.5,98.5,99.0,1074.5,98.5,194.0,99.0
bionote.csv,89.5,98.5,95.5,185.0,79.5,158.5,97.5,471.5,99.0,84.5,184.0,98.5,190.0,95.5,94.5,99.0
bnetd.csv,379.0,98.5,292.5,280.5,99.0,526.0,97.5,846.5,99.0,96.5,98.5,99.0,286.5,98.5,291.5,99.0
emisview.csv,91.5,0.0,88.5,187.0,93.5,576.5,97.5,414.5,99.0,24.5,279.5,97.5,393.5,98.5,95.5,99.0
findbugs.csv,379.0,98.5,391.5,486.0,99.0,1017.5,95.5,462.5,99.0,94.5,186.0,98.5,189.0,93.5,291.5,98.5
hazelcast.csv,284.5,98.5,95.5,379.0,97.5,196.0,97.5,376.0,99.0,96.5,186.0,98.5,1259.5,98.5,291.5,99.0
jitterbit.csv,379.0,98.5,178.0,185.0,295.5,97.5,93.5,275.5,99.0,192.0,281.5,98.5,282.5,98.5,291.5,94.5
jppf-project.csv,379.0,97.5,391.5,901.5,99.0,1748.5,95.5,1220.0,99.0,192.0,375.0,99.0,189.0,98.5,291.5,99.0
kolmafia.csv,379.0,98.5,292.5,379.0,97.5,196.0,97.5,846.5,99.0,96.5,98.5,99.0,380.0,98.5,291.5,98.5
megasquirtavr.csv,377.0,98.5,292.5,923.5,99.0,1892.5,95.5,675.0,99.0,94.5,98.5,99.0,286.5,189.0,290.5,99.0
qedo.csv,186.0,80.5,1171.0,800.5,81.5,97.5,231.0,507.0,98.5,184.0,98.5,99.0,1295.0,97.5,436.5,98.5
trackit.csv,185.0,0.0,561.5,442.0,184.0,1139.0,95.5,58.5,99.0,94.5,184.0,83.5,321.5,163.0,192.0,98.5
wxlua.csv,377.0,98.5,291.5,185.0,99.0,335.0,95.5,181.0,99.0,194.0,98.5,98.5,186.0,190.0,93.5,99.0
x4x.csv,284.5,96.5,391.5,763.5,292.5,97.5,97.5,947.5,99.0,96.5,98.5,96.5,618.0,187.0,191.0,99.0
xharbour.csv,282.5,98.5,293.0,185.0,295.5,1466.0,97.5,371.0,99.0,192.0,279.5,97.5,186.0,98.5,291.5,99.0
