,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv,kmess.csv
jparsec.csv,0.31,0.46,0.48,0.13,0.61,0.57
kmess.csv,0.41,0.7,0.25,0.11,0.22,0.73
minig.csv,0.33,0.45,0.64,0.13,0.67,0.57
ossbuild.csv,0.3,0.61,0.42,0.38,0.71,0.68
rezilla.csv,0.6,0.54,0.53,0.04,0.0,0.62
webdriver.csv,0.3,0.72,0.36,0.0,0.43,0.73
