,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv
fm-classic.csv,0.0,0.15,0.0,1.0,1.0,0.0
foursquared.csv,0.18,0.14,0.12,0.86,0.75,0.0
ifmo-game-1.csv,0.5,0.04,0.0,0.42,0.2,0.04
micomt.csv,0.12,0.29,0.08,0.45,0.64,0.02
voms.csv,0.12,0.38,0.06,0.67,0.0,0.0
