,rhex.csv,qgo.csv,flylegacy.csv,firebird.csv,mcore3d.csv,yield.csv,gzigzag.csv,webdriver.csv,hydrogen.csv,qtractor.csv,ogrehg.csv,dspace-gsoc.csv,nabu-library.csv,xined.csv,rocrail.csv
dspace-gsoc.csv,0.55,0.62,0.56,0.67,0.61,0.47,0.91,0.95,0.4,0.58,0.56,0.46,0.99,0.73,0.39
firebird.csv,0.64,0.56,0.65,0.54,0.64,0.5,0.8,0.91,0.43,0.53,0.55,0.91,0.93,0.77,0.45
flylegacy.csv,0.66,0.48,0.49,0.58,0.6,0.48,0.93,0.88,0.53,0.45,0.51,0.81,0.92,0.75,0.59
gzigzag.csv,0.69,0.39,0.68,0.73,0.72,0.73,0.66,0.61,0.45,0.82,0.75,0.86,0.58,0.46,0.36
hydrogen.csv,0.56,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.29,1.0,1.0,1.0,1.0,0.9,1.0
mcore3d.csv,0.67,0.5,0.61,0.71,0.51,0.43,0.8,0.54,0.57,0.61,0.56,0.84,0.82,0.72,0.52
nabu-library.csv,0.92,0.92,0.78,0.65,0.73,0.68,0.8,0.93,0.42,0.73,0.67,0.74,0.26,0.69,0.72
ogrehg.csv,0.68,0.54,0.72,0.65,0.59,0.36,0.63,0.74,0.46,0.46,0.43,0.71,0.92,0.55,0.38
qgo.csv,0.83,0.17,0.96,0.82,0.65,0.59,0.71,0.65,0.44,0.96,0.65,0.9,0.45,0.77,0.68
qtractor.csv,0.69,0.78,0.66,0.62,0.61,0.53,0.58,0.52,0.53,0.38,0.54,0.65,0.57,0.7,0.46
rhex.csv,0.28,0.7,0.69,0.69,0.82,0.69,0.75,0.74,0.55,0.73,0.71,0.97,0.89,0.85,0.62
rocrail.csv,0.52,0.46,0.78,0.57,0.62,0.49,0.73,0.73,0.4,0.68,0.56,0.91,0.76,0.61,0.28
webdriver.csv,0.63,0.61,0.53,0.65,0.58,0.4,0.64,0.35,0.47,0.49,0.5,0.61,0.99,0.74,0.45
xined.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.43,1.0
yield.csv,0.64,0.61,0.88,0.61,0.57,0.32,0.97,0.94,0.4,0.68,0.53,0.6,0.99,0.8,0.59
