,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.53,0.66,0.8,0.63,0.56,0.95,0.47,0.5,0.52,0.67,0.52
google-gears.csv,0.44,0.74,0.41,0.9,0.43,0.64,0.37,0.5,0.58,0.52,0.44
grafx2.csv,0.51,0.45,0.5,0.5,0.54,0.59,0.52,0.56,0.57,0.52,0.38
kmess.csv,0.68,0.56,0.9,0.65,0.62,0.66,0.5,0.59,0.96,0.7,0.71
megameknet.csv,0.69,0.48,0.37,0.74,0.63,0.72,0.66,0.62,0.51,0.64,0.57
minig.csv,0.49,0.74,0.55,0.57,0.52,0.62,0.45,0.54,0.86,0.61,0.44
ns-3.csv,0.49,0.45,0.41,0.42,0.51,0.57,0.45,0.52,0.38,0.52,0.47
omseek.csv,0.9,0.96,0.96,0.63,0.97,0.88,0.94,0.93,0.94,0.81,0.75
quickfast.csv,0.52,0.54,0.45,0.49,0.51,0.51,0.48,0.49,0.43,0.45,0.4
sylpheed-claws.csv,0.58,0.41,0.51,0.5,0.56,0.54,0.48,0.6,0.5,0.53,0.39
xamj.csv,0.49,0.57,0.69,0.48,0.54,0.54,0.43,0.64,0.48,0.65,0.39
