,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.0,9.0,1.0,2.0,20.0,10.0,1.0,0.0,0.0,1.0,1.0
google-gears.csv,0.0,1.0,0.0,6.0,65.0,5.0,0.0,0.0,3.0,0.0,10.0
grafx2.csv,0.0,0.0,0.0,0.0,47.0,2.0,0.0,0.0,4.0,13.0,0.0
kmess.csv,0.0,2.0,3.0,1.0,52.0,19.0,0.0,0.0,0.0,15.0,1.0
megameknet.csv,1.0,1.0,0.0,1.0,46.0,0.0,1.0,1.0,1.0,5.0,4.0
minig.csv,0.0,2.0,3.0,0.0,58.0,16.0,1.0,0.0,2.0,13.0,0.0
ns-3.csv,0.0,2.0,2.0,2.0,55.0,0.0,0.0,1.0,0.0,31.0,1.0
omseek.csv,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0
quickfast.csv,0.0,2.0,3.0,9.0,34.0,5.0,0.0,0.0,6.0,4.0,0.0
sylpheed-claws.csv,2.0,0.0,0.0,2.0,14.0,4.0,0.0,0.0,2.0,2.0,4.0
xamj.csv,0.0,0.0,0.0,1.0,49.0,2.0,1.0,0.0,0.0,0.0,1.0
