,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.5,0.33,0.39,0.43,0.62,0.2,0.58,0.48,0.99,0.39,0.49
google-gears.csv,0.58,0.48,0.65,0.24,0.55,0.47,0.65,1.0,0.43,0.52,0.65
grafx2.csv,0.55,0.95,0.55,0.57,0.64,0.54,0.54,0.54,0.52,0.65,0.67
kmess.csv,0.44,0.21,0.26,0.32,0.61,0.52,0.98,0.48,0.27,0.42,0.39
megameknet.csv,0.44,0.64,0.72,0.39,0.53,0.94,0.38,0.42,0.64,0.5,0.47
minig.csv,0.52,0.42,0.54,0.97,0.73,0.45,0.57,0.51,0.35,0.39,0.48
ns-3.csv,0.99,0.64,0.62,0.65,0.62,0.56,0.52,0.62,0.62,0.59,0.65
omseek.csv,0.07,0.19,0.21,0.45,0.9,0.3,0.16,0.13,0.25,0.52,0.07
quickfast.csv,0.59,0.46,0.41,0.59,0.63,0.69,0.65,0.62,0.65,0.66,0.99
sylpheed-claws.csv,0.38,0.66,0.97,0.64,0.57,0.59,0.49,0.48,0.62,0.61,0.55
xamj.csv,0.65,0.33,0.39,0.65,0.6,0.56,0.47,0.4,0.46,0.97,0.55
