,olap-navigator.csv,sepgsql.csv,phonon-vlc-mplayer.csv,arcallians.csv,gretl.csv,fceugc.csv,unflobtactical.csv,autat.csv,jasperreports.csv,fido.csv,passwordsafe.csv,moast.csv,biopax.csv,exl.csv,ng4j.csv,jmule.csv
arcallians.csv,0.81,0.17,0.48,0.75,0.91,0.39,0.78,0.18,0.05,0.04,0.57,0.9,0.78,0.82,0.36,0.73
autat.csv,0.94,0.04,0.7,1.0,0.94,0.56,0.85,0.37,0.07,0.03,0.75,0.74,0.91,0.83,0.47,0.0
biopax.csv,0.81,0.05,0.31,0.55,0.88,0.4,0.65,0.21,0.05,0.04,0.36,0.89,1.0,0.79,0.28,0.45
exl.csv,0.74,0.05,0.14,0.75,0.92,0.39,0.61,0.18,0.03,0.05,0.44,0.91,0.76,1.0,0.3,0.31
fceugc.csv,0.8,0.08,0.22,0.5,0.87,0.64,0.7,0.19,0.06,0.04,0.42,0.86,0.83,0.93,0.17,0.53
fido.csv,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.24,0.67,0.0,0.95,0.0,0.43,0.58
gretl.csv,0.72,0.06,0.32,0.6,0.91,0.31,0.56,0.24,0.1,0.03,0.51,0.95,0.8,0.84,0.3,0.53
jasperreports.csv,0.68,0.1,0.21,0.52,0.85,0.28,0.56,0.19,0.28,0.06,0.35,0.89,0.63,0.8,0.2,0.51
jmule.csv,0.95,0.06,0.58,0.64,0.93,0.4,0.68,0.24,0.14,0.05,0.48,0.94,0.91,0.83,0.48,0.84
moast.csv,0.64,0.05,0.32,0.52,0.83,0.0,0.57,0.13,0.05,0.04,0.34,0.99,0.83,0.77,0.25,0.5
ng4j.csv,0.93,0.05,0.36,0.74,0.89,0.42,0.82,0.2,0.11,0.08,0.48,0.93,0.97,0.85,0.47,0.76
olap-navigator.csv,0.96,0.09,0.62,0.56,0.92,0.56,0.76,0.27,0.19,0.03,0.42,0.91,1.0,0.86,0.33,0.46
passwordsafe.csv,0.89,0.06,0.49,0.69,0.94,0.34,0.71,0.23,0.08,0.12,0.66,0.92,0.88,0.8,0.33,0.0
phonon-vlc-mplayer.csv,0.97,0.05,0.62,0.74,0.93,0.48,0.76,0.15,0.08,0.05,0.63,0.96,1.0,0.82,0.54,1.0
sepgsql.csv,0.97,0.11,0.72,0.85,0.94,0.53,0.85,0.26,0.21,0.04,0.72,0.97,0.93,0.88,0.5,1.0
unflobtactical.csv,0.96,0.07,0.64,0.73,0.92,0.46,0.77,0.22,0.06,0.03,0.5,0.91,0.92,0.86,0.32,0.8
