,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,pcsx2.csv,xqilla.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
enlightenment.csv,0.66,0.23,0.13,0.74,0.66,0.02,0.08,0.64,0.73
ffigo.csv,0.72,0.19,0.11,0.0,0.86,0.0,0.0,0.83,0.0
ildjit.csv,0.64,0.51,0.18,0.58,0.67,0.04,0.0,0.8,0.87
jfreereport.csv,0.88,0.07,0.27,0.76,0.86,0.0,0.2,0.87,1.0
pcsx2.csv,0.85,0.11,0.2,0.64,0.81,0.06,0.0,0.89,0.81
psycle.csv,0.78,0.14,0.15,0.62,0.71,0.02,0.11,0.67,0.78
wikipediardware.csv,0.76,0.16,0.13,0.63,0.67,0.02,0.09,0.63,0.89
wxjs.csv,0.8,0.0,0.07,0.33,0.5,0.0,0.3,0.0,1.0
xqilla.csv,0.69,0.31,0.12,0.45,0.68,0.3,0.1,0.48,0.6
