,alembik.csv,emisview.csv,mediate.csv,botsnscouts.csv,anaxagora.csv,matrex.csv,ontopia.csv,mediaportal.csv
alembik.csv,0.65,0.73,0.64,1.0,0.4,0.48,0.73,0.33
anaxagora.csv,0.46,0.5,0.57,0.59,0.34,0.46,0.84,0.24
botsnscouts.csv,0.7,0.35,0.55,0.76,0.23,0.7,0.83,0.25
emisview.csv,0.59,0.47,0.56,0.56,0.33,0.51,0.7,0.22
matrex.csv,0.5,0.15,0.69,0.62,0.18,0.85,0.94,0.36
mediaportal.csv,0.67,0.57,0.59,0.75,0.28,0.65,1.0,0.33
mediate.csv,0.59,0.3,0.68,0.65,0.17,0.48,0.73,0.24
ontopia.csv,0.43,0.32,0.54,0.54,0.19,0.71,0.93,0.23
