,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,proftp.csv,echongl.csv,tycho.csv,xpontus.csv,unicase.csv,uclmda.csv
echongl.csv,0.14,0.98,0.07,0.63,0.82,0.87,0.35,1.0,0.67,0.05,0.76,0.0
ivatamasks.csv,0.33,0.98,0.13,1.0,0.6,0.89,0.29,0.62,0.55,0.01,0.76,0.97
orc.csv,0.04,1.0,1.0,0.58,0.6,0.83,0.0,0.0,0.5,0.01,0.65,0.96
plato.csv,0.09,0.98,0.08,0.64,0.64,1.0,0.45,0.0,0.49,0.01,0.72,0.9
proftp.csv,0.54,0.98,0.12,0.87,0.7,0.81,0.97,0.72,0.75,0.02,0.85,0.79
tycho.csv,0.12,0.99,0.14,0.71,0.71,0.89,0.65,0.81,1.0,0.0,0.73,0.85
uclmda.csv,0.2,1.0,0.04,1.0,0.7,0.5,1.0,0.3,0.54,0.0,0.54,1.0
umber.csv,1.0,1.0,0.08,0.77,1.0,0.79,0.6,0.71,0.64,0.0,0.81,0.96
unicase.csv,0.34,0.98,0.12,0.7,0.64,0.86,0.49,0.73,0.73,0.01,0.99,0.33
vienna-add-in.csv,0.53,0.99,0.07,0.67,0.99,0.83,0.44,0.72,0.54,0.0,0.78,0.96
wpdev.csv,0.26,1.0,0.1,0.68,0.67,0.86,0.45,0.72,0.59,0.01,0.73,0.96
