,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,proftp.csv,echongl.csv,tycho.csv,xpontus.csv,unicase.csv,uclmda.csv
echongl.csv,0.35,1.0,0.31,0.43,0.17,0.25,0.84,0.0,0.04,0.18,0.28,0.0
ivatamasks.csv,0.71,1.0,0.74,0.0,0.88,0.38,0.78,0.74,0.64,0.77,0.52,0.83
orc.csv,0.82,0.0,0.0,0.21,0.95,0.88,0.0,0.0,0.11,0.8,0.87,0.67
plato.csv,0.95,1.0,0.78,0.68,0.8,0.0,0.97,0.0,0.71,0.75,0.93,0.67
proftp.csv,0.11,0.5,0.36,0.15,0.15,0.5,0.03,0.21,0.04,0.43,0.23,0.67
tycho.csv,0.67,1.0,0.54,0.68,0.34,0.25,0.16,0.42,0.0,0.58,0.92,0.5
uclmda.csv,0.07,0.0,0.32,0.0,0.2,0.12,0.0,0.18,0.96,0.05,0.07,0.0
umber.csv,0.0,0.0,0.4,0.45,0.0,0.38,0.22,1.0,0.14,0.24,0.09,0.33
unicase.csv,0.64,1.0,0.75,0.74,0.54,0.62,0.73,0.89,0.32,0.64,0.02,0.67
vienna-add-in.csv,0.29,1.0,0.85,0.85,0.02,0.88,0.95,1.0,0.82,0.46,0.51,0.67
wpdev.csv,1.0,0.0,1.0,1.0,1.0,0.75,0.97,1.0,0.86,1.0,0.98,1.0
