,playerstage.csv,aubit4gl.csv,massiv.csv,bibedt.csv,customwars.csv,quarkplusplus.csv,impala.csv,xinity.csv
aubit4gl.csv,0.77,0.13,1.13,0.98,0.89,0.91,0.72,0.68
bibedt.csv,0.48,0.91,0.5,0.1,0.63,0.71,0.73,0.7
customwars.csv,0.95,0.71,0.77,0.85,0.18,1.01,0.96,0.8
impala.csv,0.95,0.72,0.86,0.83,0.81,0.81,0.08,0.89
massiv.csv,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
playerstage.csv,0.05,0.74,0.58,0.43,0.63,0.75,0.78,0.76
quarkplusplus.csv,0.58,0.96,0.39,0.32,0.61,0.04,0.69,0.69
xinity.csv,0.86,0.95,0.54,1.0,0.73,0.77,0.75,0.02
