,playerstage.csv,aubit4gl.csv,massiv.csv,bibedt.csv,customwars.csv,quarkplusplus.csv,impala.csv,xinity.csv
aubit4gl.csv,0.43,0.98,0.0,0.4,0.41,0.67,0.6,0.54
bibedt.csv,0.55,0.13,0.75,0.9,0.82,0.33,0.36,0.41
customwars.csv,0.07,0.5,0.25,0.2,0.82,0.0,0.04,0.24
impala.csv,0.31,0.85,0.25,0.5,0.24,0.62,0.92,0.22
massiv.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
playerstage.csv,0.97,0.72,0.5,0.6,0.47,0.29,0.28,0.39
quarkplusplus.csv,0.45,0.06,1.0,0.8,0.47,0.96,0.4,0.49
xinity.csv,0.17,0.06,0.5,0.0,0.35,0.25,0.32,0.98
