,playerstage.csv,aubit4gl.csv,massiv.csv,bibedt.csv,customwars.csv,quarkplusplus.csv,impala.csv,xinity.csv
aubit4gl.csv,1.0,0.0,561.0,9.0,1.0,4.0,8.0,1.0
bibedt.csv,0.0,2.0,147.0,0.0,9.0,2.0,5.0,2.0
customwars.csv,1.0,2.0,88.0,6.0,0.0,55.0,4.0,2.0
impala.csv,4.0,2.0,145.0,2.0,14.0,3.0,0.0,2.0
massiv.csv,140.0,101.0,0.0,50.0,111.0,55.0,207.0,66.0
playerstage.csv,0.0,2.0,68.0,0.0,2.0,3.0,1.0,0.0
quarkplusplus.csv,0.0,1.0,100.0,0.0,1.0,0.0,3.0,0.0
xinity.csv,0.0,0.0,40.0,50.0,7.0,0.0,4.0,0.0
