,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
empserver.csv,0.4,0.41,0.8,0.27,0.64,1.0,0.78,0.34
enlightenment.csv,1.0,1.0,1.0,0.64,1.0,1.0,1.0,1.0
ffigo.csv,0.36,0.24,0.24,0.0,0.06,0.0,0.78,0.0
ildjit.csv,0.42,0.66,0.17,0.16,0.22,0.0,0.22,0.18
jfreereport.csv,0.08,0.03,0.43,0.16,0.08,0.0,0.24,0.05
psycle.csv,0.67,0.48,0.8,0.83,0.78,1.0,0.47,0.45
wikipediardware.csv,0.59,0.52,0.93,0.77,0.97,1.0,0.63,0.76
wxjs.csv,0.03,0.0,0.06,0.0,0.03,1.0,0.0,0.05
