,gtad.csv,projectts.csv,scen-connect.csv,wxlua.csv,ipfire-wall.csv,cubefs.csv,mumble.csv,irplus.csv,powerfolder.csv,smartgwt.csv,ondex.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,quantlib.csv,tweetsharp.csv
cubefs.csv,28.0,2.0,25.0,0.0,2.0,0.0,3.0,1.0,59.0,5.0,0.0,0.0,15.0,2.0,0.0,0.0
fleet-simulator.csv,51.0,1.0,40.0,0.0,6.0,0.0,25.0,6.0,74.0,0.0,12.0,0.0,7.0,10.0,5.0,0.0
geogebra.csv,72.0,0.0,24.0,1.0,0.0,1.0,9.0,4.0,74.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0
gtad.csv,0.0,63.0,61.0,95.0,54.0,110.0,89.0,68.0,125.0,387.0,195.0,61.0,1.0,0.0,118.0,56.0
hibernate.csv,72.0,1.0,19.0,1.0,15.0,0.0,9.0,2.0,11.0,12.0,2.0,2.0,0.0,1.0,4.0,0.0
ipfire-wall.csv,6.0,3.0,61.0,1.0,0.0,0.0,4.0,0.0,10.0,2.0,5.0,2.0,13.0,9.0,25.0,0.0
irplus.csv,72.0,1.0,61.0,0.0,7.0,0.0,20.0,0.0,23.0,2.0,2.0,2.0,13.0,14.0,8.0,0.0
mumble.csv,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,2.0,0.0,4.0,5.0,1.0,0.0
ondex.csv,72.0,0.0,61.0,0.0,11.0,0.0,2.0,0.0,37.0,6.0,0.0,0.0,38.0,6.0,1.0,0.0
powerfolder.csv,72.0,63.0,61.0,95.0,54.0,0.0,89.0,68.0,0.0,387.0,0.0,61.0,1.0,0.0,118.0,56.0
projectts.csv,37.0,0.0,48.0,2.0,4.0,0.0,14.0,0.0,55.0,2.0,9.0,2.0,12.0,3.0,12.0,0.0
quantlib.csv,42.0,3.0,42.0,0.0,5.0,0.0,15.0,0.0,85.0,2.0,2.0,2.0,12.0,8.0,0.0,0.0
smartgwt.csv,48.0,1.0,30.0,0.0,7.0,0.0,25.0,0.0,26.0,0.0,2.0,2.0,13.0,9.0,5.0,0.0
tweetsharp.csv,19.0,0.0,61.0,2.0,4.0,0.0,12.0,2.0,60.0,21.0,1.0,3.0,1.0,2.0,9.0,0.0
wxlua.csv,48.0,1.0,49.0,0.0,7.0,0.0,21.0,0.0,88.0,2.0,3.0,2.0,13.0,9.0,3.0,0.0
