,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv,chrysalis.csv
benojt.csv,0.95,1.0,1.0,0.99,1.0,1.0,1.0
chrysalis.csv,0.67,0.55,0.88,0.79,0.8,0.8,0.85
jahshaka.csv,0.64,0.82,0.45,0.28,0.6,0.67,0.81
jam-daq.csv,0.62,0.09,0.3,0.46,0.6,0.71,0.11
jatlas.csv,0.93,0.64,0.7,0.53,1.0,0.67,0.48
jedit.csv,0.72,0.64,0.65,1.0,1.0,1.0,0.89
open-media-library.csv,0.57,0.45,0.72,0.68,0.8,0.84,0.0
