,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.34,0.22,0.5,0.11,0.07
empyrean.csv,0.34,0.0,0.0,0.0,0.0
mplayer-ce.csv,0.92,0.43,0.54,0.59,0.34
nutz.csv,0.58,0.75,0.2,0.72,0.95
yafdotnet.csv,0.21,0.22,0.15,0.26,0.26
