,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.73,0.75,0.28,0.52,0.61
empyrean.csv,0.8,0.0,0.0,0.0,0.0
mplayer-ce.csv,0.65,0.57,0.34,0.43,0.58
nutz.csv,0.65,0.38,0.57,0.45,0.45
yafdotnet.csv,0.69,0.71,0.5,0.67,0.52
