,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.43,0.47,0.42,0.46,0.46,0.39,0.47,0.46,0.5,0.43,0.35,0.45,0.44,0.45,0.47
aufs.csv,0.76,0.64,0.67,0.35,0.82,0.6,0.6,0.76,0.5,0.6,0.48,0.56,0.93,0.79,0.94
bulmages.csv,0.0,0.86,0.86,0.33,0.75,0.98,0.9,0.99,0.0,0.51,0.44,0.0,0.41,0.94,0.0
coot.csv,0.75,0.76,0.63,0.33,0.57,0.62,0.61,0.69,0.61,0.42,0.47,0.58,0.41,0.81,0.53
emono.csv,0.59,0.51,0.71,0.43,0.66,0.41,0.47,0.66,0.55,0.49,0.39,0.42,0.5,0.56,0.53
extprosys.csv,0.43,0.55,0.39,0.81,0.52,0.5,0.48,0.47,0.5,0.44,0.4,0.53,0.55,0.5,0.55
freelords.csv,0.42,0.57,0.41,0.3,0.45,0.37,0.47,0.49,0.31,0.38,0.34,0.43,0.36,0.4,0.45
jnode.csv,0.73,0.96,0.89,0.52,0.0,0.85,0.9,0.95,0.9,0.95,0.0,0.0,0.46,0.8,0.67
jruby.csv,0.51,0.89,0.45,0.32,0.47,0.42,0.72,0.55,0.5,0.45,0.46,0.43,0.5,0.58,0.89
jsecurity.csv,0.86,0.69,0.91,0.75,0.47,0.44,0.9,0.81,0.57,0.86,0.88,0.83,0.38,0.54,0.5
matrex.csv,0.46,0.83,0.88,0.34,0.92,0.68,0.67,0.99,0.83,0.0,0.45,0.82,0.8,0.94,0.93
officefloor.csv,0.57,0.62,0.5,0.67,0.92,0.53,0.89,0.5,0.5,0.67,0.58,0.55,0.54,0.55,0.61
projectfactory.csv,0.5,0.62,0.47,0.89,0.66,0.45,0.51,0.45,0.38,0.47,0.39,0.53,0.53,0.47,0.53
taverna.csv,0.63,0.91,0.74,0.86,0.95,0.94,0.86,0.98,0.0,0.88,0.75,0.61,0.39,0.8,0.82
vxl.csv,0.66,0.5,0.74,0.67,0.66,0.65,0.51,0.53,0.46,0.48,0.35,0.52,0.96,0.53,0.62
