,ktc.csv,elmo.csv,neoengine.csv,zorannt.csv,vapor.csv,zscreen.csv,rosegarden.csv,nicepress.csv,etherboot.csv,gpac.csv,smarttag.csv,mbse.csv,gebr.csv,plplot.csv,omseek.csv,kml.csv,pcsx2.csv,wxjs.csv,gstreamer.csv,miranda.csv
elmo.csv,0.43,0.19,0.3,0.36,0.35,0.45,0.3,0.25,0.27,0.29,0.49,0.36,0.23,0.34,0.21,0.04,0.37,0.07,0.21,0.51
etherboot.csv,0.0,0.13,0.0,0.25,0.0,0.68,0.0,0.5,0.42,0.0,0.42,0.0,0.77,0.33,0.0,0.65,0.0,0.0,0.0,0.0
gebr.csv,0.58,0.15,0.58,0.31,0.43,0.8,0.49,0.5,0.42,0.71,0.42,0.39,0.77,0.43,0.21,0.67,0.79,0.15,0.73,0.79
gpac.csv,0.1,0.13,0.55,0.25,0.41,0.78,0.51,0.52,0.42,0.68,0.42,0.43,0.84,0.42,0.21,0.65,0.79,0.15,0.73,0.59
gstreamer.csv,0.58,0.14,0.57,0.3,0.47,0.74,0.46,0.48,0.37,0.65,0.42,0.42,0.7,0.31,0.22,0.63,0.72,0.18,0.74,0.74
kml.csv,0.64,0.12,0.56,0.29,0.46,0.7,0.46,0.52,0.43,0.71,0.42,0.4,0.71,0.42,0.24,0.75,0.8,0.16,0.73,0.8
ktc.csv,0.72,0.13,0.64,0.39,0.45,0.4,0.57,0.48,0.27,0.55,0.33,0.53,0.58,0.48,0.3,0.65,0.65,0.18,0.66,0.72
mbse.csv,0.55,0.17,0.51,0.32,0.31,0.49,0.47,0.41,0.29,0.48,0.21,0.51,0.58,0.3,0.23,0.47,0.63,0.17,0.48,0.7
miranda.csv,0.55,0.0,0.57,0.08,0.0,0.31,0.27,0.56,0.38,0.03,0.12,0.25,0.0,0.58,0.24,0.05,0.01,0.09,0.73,0.78
neoengine.csv,0.49,0.14,0.61,0.37,0.43,0.47,0.35,0.5,0.35,0.73,0.48,0.4,0.61,0.58,0.26,0.66,0.79,0.0,0.73,0.8
nicepress.csv,0.58,0.15,0.55,0.33,0.4,0.59,0.5,0.62,0.38,0.68,0.37,0.4,0.8,0.39,0.23,0.61,0.77,0.11,0.74,0.79
omseek.csv,0.38,0.0,0.2,0.5,0.26,0.23,0.3,0.13,0.29,0.1,0.33,0.08,0.3,0.16,0.36,0.05,0.42,0.26,0.16,0.43
pcsx2.csv,0.63,0.17,0.62,0.32,0.47,0.81,0.53,0.45,0.45,0.58,0.29,0.4,0.84,0.43,0.3,0.64,0.77,0.0,0.71,0.79
plplot.csv,0.64,0.13,0.59,0.31,0.42,0.82,0.49,0.56,0.32,0.71,0.41,0.4,0.77,0.64,0.25,0.64,0.8,0.13,0.71,0.77
rosegarden.csv,0.69,0.11,0.56,0.31,0.43,0.46,0.62,0.52,0.42,0.64,0.32,0.47,0.57,0.54,0.26,0.58,0.73,0.15,0.68,0.78
smarttag.csv,0.63,0.17,0.58,0.25,0.44,0.73,0.42,0.5,0.29,0.58,0.42,0.16,0.56,0.45,0.2,0.6,0.58,0.18,0.24,0.64
vapor.csv,0.0,0.17,0.62,0.25,0.47,0.76,0.0,0.51,0.41,0.0,0.42,0.29,0.79,0.49,0.25,0.67,0.02,0.1,0.0,0.0
wxjs.csv,0.03,0.0,0.05,0.0,0.0,0.08,0.0,0.1,0.0,0.03,0.0,0.0,0.0,0.17,0.0,0.1,0.05,0.46,0.01,0.0
zorannt.csv,0.47,0.2,0.35,0.44,0.35,0.66,0.3,0.24,0.33,0.6,0.36,0.41,0.34,0.44,0.28,0.69,0.7,0.18,0.69,0.72
zscreen.csv,0.68,0.17,0.63,0.31,0.48,0.78,0.51,0.51,0.38,0.13,0.39,0.47,0.65,0.44,0.28,0.53,0.68,0.14,0.05,0.79
