,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv,olex2.csv
crisscross.csv,0.35,0.23,0.33,0.85,0.09,0.49,0.55,1.0,0.02,0.68,0.47
cubefs.csv,0.36,0.23,0.17,0.91,0.09,0.55,0.57,0.83,0.0,0.87,0.46
iaml.csv,0.44,0.12,0.25,0.85,0.14,0.6,0.74,0.77,0.0,0.7,0.56
ivataopenportal.csv,0.4,0.23,0.19,0.85,0.09,0.74,0.54,0.69,0.0,0.73,0.46
mb-unit.csv,0.37,0.33,0.21,0.9,0.09,0.51,0.57,0.92,0.03,0.79,0.6
mvdsv.csv,0.44,0.19,0.0,0.89,0.75,0.5,0.58,0.71,0.0,1.0,0.83
nova.csv,0.37,0.55,0.2,0.86,0.0,0.48,0.63,0.68,0.02,0.85,0.46
olex2.csv,0.36,0.33,0.25,0.9,0.13,0.51,0.61,0.77,0.0,0.85,0.7
openwbem.csv,0.53,0.56,0.31,0.88,0.11,0.5,0.68,0.71,0.03,0.82,0.53
xcmetadataservicestoolkit.csv,0.33,0.21,0.22,0.87,0.0,0.5,0.55,0.82,0.02,0.84,0.49
