,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv,olex2.csv
crisscross.csv,0.13,0.0,0.71,0.4,0.0,0.51,0.52,0.1,0.09,0.0,0.13
cubefs.csv,0.29,0.0,0.0,0.56,0.09,0.58,0.55,0.73,0.0,0.66,0.05
iaml.csv,0.38,0.1,0.65,0.29,0.78,0.42,0.69,0.16,0.0,0.5,0.46
ivataopenportal.csv,0.6,0.0,0.5,0.36,0.3,0.71,0.42,0.0,0.0,0.41,0.0
mb-unit.csv,0.37,0.1,0.64,0.66,0.3,0.27,0.55,0.35,0.83,0.68,0.68
mvdsv.csv,0.04,0.27,0.0,0.09,0.99,0.01,0.1,0.07,0.0,0.22,0.1
nova.csv,0.57,0.84,0.61,0.57,0.0,0.5,0.58,0.32,0.61,0.32,0.56
olex2.csv,0.53,0.5,0.58,0.61,0.65,0.09,0.53,0.5,0.0,0.69,0.71
openwbem.csv,0.6,0.43,0.56,0.54,0.62,0.45,0.27,0.56,0.82,0.59,0.64
xcmetadataservicestoolkit.csv,0.42,0.0,0.42,0.56,0.0,0.32,0.52,0.27,0.09,0.75,0.6
