,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.59,0.0,0.71,0.93
emftriple.csv,0.0,0.91,0.0,0.37
fluent-nhibernate.csv,0.14,0.36,0.94,0.24
gpsmid.csv,0.98,0.45,0.82,0.6
