,reactos-mirror.csv,critterding.csv,exordium.csv,enlightenment.csv,lockss.csv,google-caja.csv,bdbbasic.csv,yafdotnet.csv,modplug.csv,itext.csv
bdbbasic.csv,0.02,0.23,0.45,0.0,0.0,0.34,0.67,0.29,0.59,0.0
critterding.csv,0.47,0.64,0.44,0.45,0.29,0.64,0.49,0.58,0.72,0.74
enlightenment.csv,0.59,0.62,0.4,0.67,0.32,0.87,0.43,0.57,0.72,0.68
exordium.csv,0.07,0.6,0.65,0.14,0.31,0.74,0.09,0.56,0.55,0.29
google-caja.csv,0.54,0.57,0.44,0.61,0.32,0.88,0.62,0.59,0.79,0.74
itext.csv,0.57,0.54,0.51,0.68,0.35,0.85,0.51,0.58,0.77,0.79
lockss.csv,0.37,0.29,0.58,0.52,0.48,0.76,0.55,0.63,0.6,0.61
modplug.csv,0.53,0.62,0.46,0.7,0.33,0.79,0.52,0.58,0.82,0.67
reactos-mirror.csv,0.62,0.63,0.44,0.65,0.36,0.76,0.44,0.36,0.76,0.75
yafdotnet.csv,0.45,0.48,0.47,0.39,0.33,0.82,0.39,0.68,0.64,0.73
