,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv
blogentis.csv,0.71,0.59,0.44,0.24,0.33,0.4,0.28,0.29,0.9,0.22,0.75,0.26
emulemorph.csv,0.11,0.03,0.21,0.01,0.32,0.0,0.03,0.02,0.24,0.07,0.0,0.31
jaxen.csv,0.83,0.91,0.57,0.51,0.81,0.8,0.89,0.1,0.84,0.78,0.12,0.76
jvcl.csv,0.06,0.01,0.24,0.08,0.39,0.0,0.16,0.28,0.31,0.15,0.01,0.54
m-m-m.csv,0.49,0.94,0.74,0.75,0.9,0.2,1.0,0.96,0.59,0.98,0.96,0.43
motu.csv,0.76,0.75,0.94,0.89,1.0,0.7,0.13,0.96,0.66,0.28,0.9,0.98
nh3d.csv,0.47,0.01,0.0,1.0,1.0,1.0,1.0,1.0,0.04,1.0,1.0,1.0
sarasvati.csv,0.24,0.51,0.73,0.26,0.46,0.2,0.23,0.74,0.25,0.43,0.86,0.19
wgs-assembler.csv,0.27,0.98,0.97,0.63,0.84,0.0,0.69,0.6,0.62,0.63,0.59,0.4
zabbix.csv,0.73,0.02,0.46,0.4,0.32,0.2,0.1,0.29,0.35,0.3,0.11,0.3
