,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.23,0.3,0.4,0.23,0.19,0.22,0.19,0.04,0.13,0.16,0.58,0.31,0.44,0.27,0.27,0.3,0.21,0.65
archive-crawler.csv,0.21,0.06,0.6,0.2,0.13,0.22,0.36,0.17,0.74,0.2,0.67,0.38,0.22,0.67,0.08,0.1,0.57,0.45
customwars.csv,0.11,0.41,0.3,0.78,0.09,0.37,0.22,0.3,0.27,0.19,0.26,0.55,0.12,0.9,0.14,0.0,0.54,0.3
gbif-providertoolkit.csv,0.81,0.44,0.77,0.25,0.31,0.28,0.15,0.04,0.18,0.78,0.62,0.33,0.19,0.07,0.43,0.6,0.1,0.8
gss.csv,0.26,0.49,0.5,0.92,0.19,0.76,0.3,0.3,0.6,0.33,0.86,0.6,0.12,0.97,0.16,0.0,0.58,0.15
heekscad.csv,0.23,0.18,0.5,0.51,0.44,0.49,0.36,0.43,0.3,0.45,0.65,0.47,0.22,0.57,0.11,0.4,0.41,0.05
ikvm.csv,0.85,0.72,0.2,0.38,0.93,0.88,0.84,0.57,0.57,0.58,0.61,0.96,0.81,0.5,0.78,0.9,0.31,0.95
jaxen.csv,0.91,0.86,0.37,0.73,0.72,0.79,0.79,0.74,0.1,0.72,0.86,0.84,0.66,0.93,0.73,0.9,0.63,0.85
jcae.csv,0.17,0.01,0.17,0.22,0.13,0.15,0.1,0.0,0.21,0.17,0.37,0.42,0.0,0.23,0.0,0.2,0.05,0.4
levent.csv,0.83,0.79,0.53,0.41,0.64,0.64,0.42,0.35,0.35,0.78,0.93,0.78,0.53,0.53,0.27,0.9,0.67,0.95
nicepress.csv,0.72,0.59,0.37,0.24,0.34,0.39,0.56,1.0,0.43,0.26,0.53,0.49,0.62,0.73,0.89,0.3,0.53,0.45
pnotepad.csv,0.15,0.72,0.9,1.0,0.36,0.91,0.56,0.52,0.76,0.67,0.97,0.58,0.59,0.93,0.43,0.0,0.64,0.35
qcad2.csv,0.15,0.11,0.3,0.3,0.29,0.15,0.36,0.3,0.34,0.16,0.54,0.55,0.62,0.77,0.38,0.1,0.63,0.55
qedo.csv,0.32,0.42,0.6,0.49,0.52,0.51,0.4,0.61,0.29,0.51,0.05,0.22,0.34,0.3,0.46,0.7,0.25,0.15
quarkplusplus.csv,0.06,0.07,0.67,0.78,0.66,0.24,0.57,0.17,0.63,0.42,0.52,0.36,0.31,0.37,0.32,0.5,0.48,0.15
sigil.csv,0.17,0.23,0.13,0.16,0.14,0.18,0.28,0.09,0.54,0.23,0.66,0.36,0.41,0.4,0.22,0.1,0.41,0.5
xcsoar.csv,0.26,0.24,0.23,0.48,0.21,0.34,0.56,0.22,0.35,0.32,0.67,0.82,0.31,0.6,0.38,0.0,0.54,0.45
xuggle.csv,0.49,0.73,0.3,0.97,0.23,0.55,0.29,0.3,0.22,0.39,0.45,0.58,0.53,0.87,0.22,0.2,0.59,0.45
