,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
exl.csv,0.98,0.92,0.84,0.85,0.88,0.8,1.0,0.97,0.89,0.79,0.58,0.94,0.74,0.85,0.73,0.84,0.98,1.0
ildjit.csv,0.01,0.0,0.0,0.0,0.12,0.33,1.0,1.0,0.09,0.1,0.09,0.19,0.0,0.08,0.13,0.09,0.05,0.33
konversation.csv,0.04,1.0,0.45,0.07,0.15,0.2,0.0,0.1,0.07,0.18,0.35,0.44,0.17,0.0,0.07,0.14,0.34,0.0
ltp.csv,0.98,0.08,0.11,0.0,0.12,0.0,0.0,0.0,0.09,0.05,0.1,0.06,0.23,0.23,0.0,0.05,0.2,0.0
mcmc-jags.csv,0.34,0.67,0.57,0.44,0.29,0.93,1.0,0.38,0.43,0.21,0.62,0.94,0.66,0.54,0.2,0.51,0.9,0.33
micomt.csv,0.0,0.08,0.09,0.0,0.26,0.2,0.0,0.1,0.33,0.0,0.3,0.25,0.03,0.92,0.0,0.12,0.17,0.33
migen.csv,0.26,0.83,0.27,0.52,1.0,0.4,0.0,0.14,0.43,0.23,0.52,0.56,0.17,0.46,0.33,0.32,0.44,0.33
moviesandbox.csv,0.35,0.58,0.98,1.0,0.35,0.4,0.0,0.52,0.3,0.1,0.46,0.62,0.4,0.38,0.13,0.23,0.63,0.67
nebuladevice.csv,0.0,0.08,0.05,0.0,0.09,0.0,1.0,0.0,0.04,0.23,0.01,0.0,0.0,0.08,0.93,0.09,0.0,0.33
opengs.csv,0.15,0.25,0.45,0.22,0.47,0.13,1.0,0.14,0.98,0.1,0.16,0.62,0.31,0.23,0.2,0.18,0.29,0.33
openxava.csv,0.21,0.25,0.25,0.33,0.26,0.13,0.0,0.34,0.22,0.03,0.09,1.0,0.29,0.0,0.33,0.14,0.29,0.33
passwordsafe.csv,0.91,0.75,0.64,0.85,0.65,0.13,1.0,0.69,0.72,0.74,0.51,0.62,0.54,0.38,0.47,0.98,0.68,0.67
phonon-vlc-mplayer.csv,0.77,0.67,0.59,0.41,0.68,0.13,1.0,0.34,0.63,0.1,0.97,0.69,0.51,0.38,0.13,0.26,0.51,0.67
sepgsql.csv,0.0,0.0,0.0,0.93,0.03,0.07,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.08,0.0,0.14,0.0,0.0
tcl.csv,0.12,0.0,0.07,0.22,0.09,0.0,0.0,0.55,0.33,0.95,0.07,0.0,0.06,0.31,0.4,0.23,0.12,0.0
unflobtactical.csv,0.21,0.67,0.61,0.15,0.5,0.33,1.0,0.17,0.3,0.03,0.52,0.81,0.97,0.62,0.07,0.37,0.8,0.67
