,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,l2j.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.54,0.1,0.65,1.0,0.63,0.66,0.55,0.38,0.59,0.26,0.49,0.38,0.8,0.49,0.7,0.55
betoffice.csv,0.06,0.02,0.0,0.21,0.26,0.05,0.18,0.98,0.14,0.43,0.04,0.17,0.0,0.34,0.16,0.04
bionote.csv,0.02,0.0,0.29,0.06,0.13,0.05,0.0,0.02,0.26,0.04,0.0,0.02,1.0,0.04,0.0,0.07
bnetd.csv,0.61,0.6,0.39,0.74,0.6,0.67,0.31,0.52,0.59,0.38,0.96,0.53,0.59,0.57,0.55,0.63
elvishrayrenderer.csv,0.57,0.2,0.54,0.64,0.65,0.62,0.52,0.61,0.57,0.38,0.3,0.0,0.61,0.51,0.72,1.0
emisview.csv,0.12,0.0,0.12,0.31,0.21,1.0,0.31,0.02,0.39,0.19,0.52,0.16,0.43,0.13,0.64,0.04
hazelcast.csv,0.48,0.66,0.63,0.63,1.0,0.3,0.49,0.59,0.54,0.62,0.71,0.0,0.41,0.6,0.63,0.63
jitterbit.csv,0.42,0.62,0.16,0.47,0.35,0.47,0.26,0.09,0.95,0.56,0.48,0.32,0.75,0.3,0.33,0.51
jppf-project.csv,0.0,0.0,0.3,0.0,0.0,0.35,0.17,0.57,0.17,0.0,0.0,1.0,0.39,0.21,0.0,0.0
l2j.csv,0.6,0.67,0.24,0.45,0.74,0.53,0.47,0.54,0.44,0.47,0.66,0.39,0.52,0.98,0.6,0.6
megasquirtavr.csv,0.67,0.0,1.0,0.0,0.82,0.0,0.42,0.59,0.45,0.0,0.0,0.0,0.24,0.33,0.58,0.0
stajistics.csv,0.41,0.32,0.47,0.45,0.41,0.26,0.09,0.09,0.38,0.13,0.25,0.47,0.43,0.32,0.98,0.48
trackit.csv,0.54,0.63,0.4,0.0,0.47,0.16,0.99,0.24,0.28,0.12,0.18,0.11,0.29,0.46,0.52,0.42
wxlua.csv,0.3,0.0,0.66,0.47,0.36,0.45,0.0,0.0,0.09,1.0,0.24,0.4,0.42,0.4,0.17,0.49
x4x.csv,1.0,0.67,0.53,0.55,0.63,0.29,0.65,0.51,0.61,0.27,0.68,0.52,0.51,0.45,0.5,0.57
xharbour.csv,0.29,1.0,0.66,0.61,0.65,0.5,0.33,0.32,0.39,0.48,0.46,0.68,0.17,0.34,0.24,0.45
