,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,l2j.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.85,1.0,0.27,0.96,0.92,0.47,0.65,0.41,0.3,0.9,0.81,0.92,0.24,0.75,0.5,0.75
betoffice.csv,0.5,0.22,0.0,0.4,0.92,0.14,0.75,0.98,0.16,0.97,1.0,0.93,0.0,0.73,0.36,0.33
bionote.csv,0.5,0.0,0.28,0.33,0.67,1.0,0.0,1.0,0.78,1.0,0.0,1.0,1.0,0.5,0.0,1.0
bnetd.csv,0.81,0.84,0.24,0.52,0.91,0.38,0.58,0.55,0.38,0.87,1.0,0.92,0.16,0.77,0.31,0.69
elvishrayrenderer.csv,0.78,0.79,0.43,0.38,1.0,0.36,0.68,0.54,0.28,0.91,0.91,0.91,0.16,0.73,0.41,1.0
emisview.csv,0.67,0.0,0.22,0.35,0.91,1.0,0.65,0.12,0.43,0.88,0.63,0.92,0.23,0.85,0.72,0.33
hazelcast.csv,0.79,0.86,0.41,0.38,1.0,0.31,0.62,0.52,0.29,0.94,0.67,0.91,0.13,0.74,0.36,0.7
jitterbit.csv,0.74,0.85,0.17,0.36,0.89,0.28,0.75,0.23,0.99,0.92,0.71,0.87,0.32,0.72,0.22,0.64
jppf-project.csv,0.77,0.82,0.22,0.32,0.84,0.28,0.65,0.53,0.23,0.92,0.53,1.0,0.13,0.72,0.3,0.65
l2j.csv,0.8,0.88,1.0,0.34,0.93,0.34,0.59,0.49,0.21,0.95,0.6,0.92,0.12,0.99,0.34,0.69
megasquirtavr.csv,0.83,0.82,1.0,0.32,0.93,0.3,0.66,0.52,0.25,0.92,0.53,0.92,0.14,0.74,0.35,0.65
stajistics.csv,0.88,0.92,0.22,0.47,1.0,0.5,0.5,0.2,0.45,0.91,0.8,0.9,0.23,0.77,1.0,0.75
trackit.csv,0.88,0.91,0.58,0.0,0.86,0.43,0.98,0.56,0.2,0.69,0.4,1.0,0.11,0.74,0.38,0.58
wxlua.csv,0.79,0.8,0.3,0.36,0.86,0.32,0.64,0.5,0.26,1.0,0.52,0.93,0.12,0.74,0.3,0.67
x4x.csv,1.0,0.89,0.29,0.36,0.87,0.21,0.69,0.56,0.35,0.95,0.65,0.91,0.16,0.71,0.28,0.67
xharbour.csv,0.77,1.0,0.26,0.39,0.88,0.28,0.66,0.49,0.27,0.93,0.47,0.97,0.12,0.67,0.32,0.6
