,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.24,0.29,0.35,0.1,0.3,0.56,0.62,0.27,0.05,0.08,0.27,0.92,0.61,0.69,0.38,0.68,0.49
dynalloy.csv,0.12,0.18,0.63,0.12,0.07,0.32,0.57,0.14,0.17,0.08,0.18,0.78,0.4,0.45,0.23,0.59,0.4
enzo.csv,0.18,0.26,0.41,0.11,0.29,0.5,0.52,0.21,0.07,0.06,0.26,0.93,0.4,0.51,0.26,0.67,0.47
hydrogen.csv,0.18,0.19,0.36,0.1,0.25,0.0,0.48,0.39,0.13,0.07,0.23,0.8,0.4,0.45,0.22,0.67,0.49
jcae.csv,0.0,0.28,0.33,0.35,0.0,0.45,0.9,0.57,0.0,0.05,0.67,1.0,1.0,0.66,0.39,0.43,0.0
kmatplot.csv,0.29,0.41,0.37,0.13,0.23,0.41,0.84,0.38,0.07,0.0,0.22,0.0,0.47,0.51,0.28,0.82,0.67
lphant.csv,0.15,0.34,0.36,0.11,0.25,0.67,0.54,0.19,0.07,0.09,0.26,0.92,0.65,0.55,0.33,0.77,0.53
natpad.csv,0.22,0.35,0.39,0.1,0.24,0.33,0.64,0.26,0.13,0.06,0.23,0.8,0.48,0.55,0.34,0.63,0.6
nosleepsoftware.csv,0.43,1.0,0.2,0.0,0.58,0.0,0.33,0.0,0.17,0.0,0.14,0.95,0.33,0.36,0.25,1.0,0.14
ossbuild.csv,0.12,0.21,0.47,0.38,0.0,0.27,0.58,0.22,0.33,0.08,0.44,0.86,0.46,0.51,0.35,0.71,0.54
quarkplayer.csv,0.18,0.21,1.0,0.07,0.0,0.32,0.58,0.06,0.13,0.15,0.13,0.77,0.3,0.54,0.0,0.67,0.33
quickfast.csv,0.11,0.28,0.3,0.12,0.41,0.6,0.6,0.19,0.1,0.07,0.41,0.8,0.44,0.43,0.29,0.82,0.4
rezilla.csv,0.11,0.23,0.28,0.14,0.29,0.62,0.36,0.27,0.09,0.01,0.25,0.83,0.16,0.38,0.23,0.74,0.28
rhex.csv,0.34,0.28,0.33,0.1,0.44,0.75,0.58,0.38,0.0,0.09,0.24,0.92,1.0,0.39,0.33,0.65,0.0
rocrail.csv,0.28,0.33,0.41,0.15,0.47,0.75,0.85,0.38,0.05,0.08,0.31,0.93,0.75,0.92,0.53,0.94,0.61
virtuoso.csv,0.12,0.2,0.37,0.11,0.25,0.33,0.48,0.14,0.0,0.07,0.5,0.8,0.39,0.43,0.22,0.92,0.0
yield.csv,0.12,0.25,0.39,0.1,0.27,0.44,0.79,0.17,0.09,0.09,0.26,0.85,0.47,0.57,0.29,0.63,0.49
