,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.38,0.43,0.47,0.19,0.42,0.36,0.65,0.37,0.08,0.14,0.39,0.89,0.68,0.7,0.54,0.75,0.59
dynalloy.csv,0.2,0.29,0.7,0.2,0.09,0.49,0.67,0.24,0.28,0.15,0.26,0.74,0.54,0.55,0.25,0.55,0.5
enzo.csv,0.3,0.4,0.52,0.2,0.45,0.34,0.67,0.33,0.12,0.12,0.38,0.89,0.56,0.67,0.4,0.76,0.58
hydrogen.csv,0.3,0.31,0.53,0.19,0.41,0.0,0.65,0.53,0.23,0.12,0.38,0.89,0.57,0.62,0.35,0.73,0.56
jcae.csv,0.0,0.28,0.21,0.51,0.0,0.33,0.43,0.53,0.0,0.06,0.35,0.02,0.53,0.64,0.53,0.11,0.0
kmatplot.csv,0.21,0.53,0.37,0.23,0.35,0.57,0.48,0.45,0.04,0.0,0.35,0.0,0.57,0.48,0.44,0.31,0.51
lphant.csv,0.27,0.43,0.5,0.19,0.37,0.18,0.65,0.31,0.12,0.16,0.41,0.71,0.67,0.68,0.49,0.75,0.59
natpad.csv,0.35,0.5,0.51,0.19,0.32,0.29,0.68,0.39,0.22,0.11,0.38,0.81,0.62,0.7,0.43,0.71,0.65
nosleepsoftware.csv,0.46,0.13,0.04,0.0,0.63,0.0,0.06,0.0,0.05,0.0,0.04,0.31,0.08,0.17,0.24,0.41,0.09
ossbuild.csv,0.14,0.33,0.56,0.45,0.0,0.2,0.66,0.35,0.46,0.15,0.45,0.29,0.58,0.66,0.49,0.37,0.41
quarkplayer.csv,0.21,0.28,0.3,0.11,0.0,0.44,0.32,0.08,0.21,0.25,0.16,0.53,0.19,0.25,0.0,0.21,0.32
quickfast.csv,0.2,0.34,0.33,0.21,0.57,0.25,0.34,0.31,0.17,0.12,0.42,0.88,0.61,0.57,0.43,0.79,0.53
rezilla.csv,0.18,0.34,0.31,0.23,0.45,0.65,0.3,0.4,0.13,0.02,0.39,0.09,0.15,0.4,0.37,0.74,0.24
rhex.csv,0.5,0.32,0.29,0.15,0.54,0.26,0.42,0.45,0.0,0.15,0.25,0.36,0.09,0.46,0.43,0.43,0.0
rocrail.csv,0.33,0.43,0.42,0.25,0.45,0.26,0.29,0.45,0.08,0.13,0.41,0.57,0.63,0.42,0.66,0.5,0.65
virtuoso.csv,0.21,0.32,0.54,0.19,0.41,0.49,0.63,0.24,0.0,0.13,0.43,0.89,0.55,0.56,0.36,0.37,0.0
yield.csv,0.19,0.39,0.56,0.19,0.38,0.29,0.75,0.28,0.16,0.17,0.4,0.81,0.62,0.64,0.45,0.73,0.64
