,recall,precision,pf,pci_20,ifa,wins
bulmages.csv,0.19,0.31,0.11,0.67,1.0,5
codeblocks.csv,0.57,0.48,0.45,0.52,0.0,14
ctrlr.csv,0.33,0.48,0.28,0.89,1.0,15
free-evolution.csv,0.59,0.36,0.5,0.45,2.0,0
fulguro.csv,0.47,0.35,0.43,0.74,3.0,2
gisgraphy.csv,0.28,0.38,0.18,0.74,1.0,9
ipfire-wall.csv,0.31,0.5,0.26,0.69,0.0,16
jruby.csv,0.33,0.32,0.24,0.52,1.0,3
l2j.csv,0.58,0.38,0.49,0.42,2.0,1
ldview.csv,0.57,0.45,0.49,0.51,0.0,12
libmesh.csv,0.28,0.41,0.35,0.9,1.0,13
red5.csv,0.82,0.38,0.77,0.44,1.0,4
t-2.csv,0.36,0.38,0.4,0.76,1.0,8
tencompetence.csv,0.4,0.43,0.42,0.75,1.0,10
vdsf.csv,0.83,0.4,0.77,0.52,1.0,6
xbrlapi.csv,0.29,0.48,0.29,0.62,1.0,11
xcf.csv,0.52,0.39,0.45,0.45,0.0,7
