,xbrlapi.csv,vdsf.csv,codeblocks.csv,ldview.csv,red5.csv,bulmages.csv,ctrlr.csv,ipfire-wall.csv,t-2.csv,libmesh.csv,free-evolution.csv,xcf.csv,l2j.csv,jruby.csv,tencompetence.csv,fulguro.csv,gisgraphy.csv
bulmages.csv,0.12,0.0,0.0,0.29,0.26,0.52,0.0,0.39,0.12,0.23,0.06,0.19,0.12,0.21,0.3,0.0,0.32
codeblocks.csv,0.5,0.53,0.78,0.86,0.21,0.48,0.57,0.72,0.57,0.77,0.58,0.34,0.22,0.29,0.16,0.82,0.68
ctrlr.csv,0.31,0.0,0.14,0.33,0.12,0.38,0.81,0.17,0.33,0.62,0.18,0.41,0.41,0.23,0.57,0.55,0.41
free-evolution.csv,0.74,1.0,0.73,0.57,0.72,0.76,0.19,0.5,0.63,0.23,0.67,0.69,0.35,0.56,0.31,0.55,0.59
fulguro.csv,0.74,0.47,0.24,0.24,0.74,0.52,0.19,0.22,0.34,0.31,0.27,0.53,0.52,0.13,0.57,0.55,0.5
gisgraphy.csv,0.12,0.0,0.53,0.86,0.12,0.14,0.71,0.61,0.32,0.58,0.48,0.28,0.03,0.06,0.02,0.27,0.68
ipfire-wall.csv,0.4,0.53,0.22,0.05,0.26,0.48,0.19,0.83,0.27,0.15,0.09,0.31,0.48,0.38,0.19,0.36,0.32
jruby.csv,0.57,1.0,0.04,0.0,0.51,0.62,0.0,0.0,0.16,0.08,0.12,0.69,0.33,0.75,0.67,0.0,0.41
l2j.csv,0.55,0.33,0.59,0.57,0.67,0.57,0.29,0.72,1.0,0.27,0.58,0.88,0.74,0.29,0.3,0.64,0.86
ldview.csv,0.52,1.0,0.57,0.62,0.26,0.62,0.14,0.94,0.76,0.77,0.42,0.41,0.43,0.42,0.21,0.64,0.73
libmesh.csv,0.24,0.0,0.19,0.43,0.16,0.33,0.14,0.28,0.3,0.73,0.12,0.28,0.5,0.21,0.47,0.45,0.23
red5.csv,0.93,0.74,0.89,0.9,0.7,0.62,1.0,1.0,0.82,0.85,0.82,0.81,0.5,0.6,0.39,1.0,0.95
t-2.csv,0.31,0.03,0.76,0.67,0.26,0.67,0.24,0.17,0.68,0.42,0.64,0.66,0.17,0.33,0.31,0.36,0.59
tencompetence.csv,0.4,0.55,0.1,0.1,0.21,0.33,0.33,0.44,0.47,0.85,0.39,0.19,0.45,0.54,0.81,0.55,0.18
vdsf.csv,0.83,0.34,0.84,0.57,0.86,0.86,0.43,1.0,0.39,0.88,0.61,0.47,0.91,0.83,0.96,0.73,0.64
xbrlapi.csv,0.76,0.0,0.03,0.1,0.65,0.29,0.1,0.5,0.47,0.19,0.03,0.31,0.18,0.01,0.31,0.64,0.41
xcf.csv,0.4,0.54,0.38,0.52,0.58,0.52,0.38,1.0,0.94,0.62,0.3,0.84,0.29,0.39,0.39,0.73,0.82
