,xbrlapi.csv,vdsf.csv,codeblocks.csv,ldview.csv,red5.csv,bulmages.csv,ctrlr.csv,ipfire-wall.csv,t-2.csv,libmesh.csv,free-evolution.csv,xcf.csv,l2j.csv,jruby.csv,tencompetence.csv,fulguro.csv,gisgraphy.csv
bulmages.csv,0.2,0.0,0.0,0.4,0.37,0.39,0.0,0.48,0.11,0.26,0.08,0.3,0.2,0.35,0.41,0.0,0.3
codeblocks.csv,0.49,0.17,0.8,0.52,0.33,0.3,0.45,0.43,0.33,0.59,0.38,0.49,0.35,0.43,0.25,0.18,0.59
ctrlr.csv,0.41,0.0,0.23,0.37,0.19,0.28,0.6,0.19,0.35,0.57,0.17,0.44,0.48,0.36,0.6,0.2,0.49
free-evolution.csv,0.61,0.16,0.75,0.46,0.69,0.31,0.2,0.37,0.34,0.23,0.47,0.68,0.49,0.69,0.39,0.27,0.44
fulguro.csv,0.67,0.12,0.35,0.37,0.65,0.27,0.16,0.24,0.17,0.33,0.2,0.49,0.6,0.22,0.65,0.3,0.34
gisgraphy.csv,0.2,0.0,0.62,0.54,0.21,0.16,0.49,0.38,0.23,0.45,0.35,0.4,0.06,0.12,0.04,0.1,0.71
ipfire-wall.csv,0.48,0.25,0.35,0.09,0.35,0.33,0.17,0.73,0.15,0.21,0.14,0.44,0.57,0.54,0.29,0.18,0.22
jruby.csv,0.51,0.16,0.08,0.0,0.56,0.28,0.0,0.0,0.17,0.11,0.2,0.59,0.47,0.81,0.7,0.0,0.36
l2j.csv,0.53,0.15,0.69,0.49,0.64,0.37,0.25,0.48,0.22,0.23,0.4,0.72,0.78,0.44,0.38,0.25,0.53
ldview.csv,0.5,0.16,0.66,0.54,0.39,0.4,0.17,0.58,0.25,0.57,0.37,0.5,0.54,0.56,0.3,0.21,0.47
libmesh.csv,0.3,0.0,0.3,0.42,0.25,0.23,0.2,0.25,0.16,0.66,0.11,0.3,0.55,0.35,0.54,0.18,0.31
red5.csv,0.66,0.2,0.82,0.51,0.71,0.27,0.44,0.55,0.26,0.54,0.42,0.64,0.6,0.7,0.45,0.22,0.52
t-2.csv,0.37,0.02,0.76,0.43,0.38,0.33,0.29,0.16,0.46,0.5,0.39,0.58,0.28,0.48,0.39,0.19,0.46
tencompetence.csv,0.49,0.15,0.18,0.16,0.29,0.23,0.24,0.5,0.13,0.52,0.24,0.26,0.54,0.66,0.82,0.28,0.16
vdsf.csv,0.67,0.21,0.8,0.47,0.68,0.33,0.25,0.58,0.13,0.5,0.29,0.45,0.8,0.84,0.78,0.36,0.35
xbrlapi.csv,0.72,0.0,0.05,0.16,0.6,0.24,0.14,0.53,0.22,0.22,0.05,0.38,0.27,0.02,0.41,0.34,0.31
xcf.csv,0.44,0.21,0.53,0.51,0.6,0.34,0.32,0.56,0.23,0.44,0.29,0.81,0.43,0.53,0.47,0.25,0.49
