,campsoft.csv,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,sevenupdate.csv,freenet.csv,qlc.csv,officefloor.csv,botsnscouts.csv,google-caja.csv,yarp0.csv,kindb.csv,repositorium.csv,poormans.csv,illumination.csv,hibernate.csv,geogebra.csv
botsnscouts.csv,50.0,5.0,5.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,6.0,0.0,3.0,12.0,0.0,6.0,0.0
fbmanager.csv,104.0,3.0,1.0,1.0,0.0,0.0,2.0,6.0,323.0,6.0,1.0,1.0,2.0,3.0,12.0,8.0,13.0,9.0
freenet.csv,104.0,3.0,2.0,1.0,0.0,0.0,2.0,6.0,323.0,6.0,4.0,3.0,2.0,3.0,34.0,8.0,10.0,8.0
geogebra.csv,104.0,2.0,2.0,1.0,0.0,0.0,0.0,6.0,27.0,0.0,0.0,7.0,2.0,4.0,5.0,0.0,1.0,5.0
google-caja.csv,69.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,260.0,1.0,0.0,5.0,0.0,0.0,12.0,0.0,8.0,2.0
hibernate.csv,42.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,383.0,2.0,1.0,2.0,2.0,6.0,9.0,3.0,9.0,1.0
illumination.csv,75.0,1.0,0.0,1.0,0.0,0.0,0.0,19.0,1376.0,6.0,1.0,3.0,49.0,96.0,41.0,2.0,561.0,395.0
kindb.csv,61.0,3.0,2.0,0.0,0.0,1.0,2.0,1.0,456.0,0.0,0.0,7.0,0.0,3.0,34.0,11.0,8.0,6.0
officefloor.csv,40.0,5.0,1.0,0.0,1.0,0.0,0.0,10.0,3.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0
paintown.csv,80.0,0.0,2.0,1.0,0.0,0.0,2.0,16.0,323.0,6.0,1.0,0.0,2.0,1.0,41.0,7.0,13.0,9.0
poormans.csv,104.0,1.0,0.0,3.0,2.0,0.0,0.0,11.0,5.0,4.0,0.0,3.0,49.0,96.0,0.0,4.0,2.0,0.0
qlc.csv,104.0,7.0,0.0,1.0,1.0,0.0,0.0,2.0,44.0,2.0,0.0,1.0,0.0,1.0,4.0,0.0,2.0,6.0
repositorium.csv,104.0,2.0,1.0,1.0,1.0,0.0,2.0,11.0,15.0,53.0,4.0,3.0,49.0,2.0,8.0,2.0,3.0,0.0
sevenupdate.csv,75.0,2.0,2.0,0.0,0.0,0.0,2.0,6.0,323.0,4.0,1.0,3.0,2.0,3.0,41.0,12.0,13.0,9.0
sqlpower-library.csv,65.0,3.0,2.0,1.0,0.0,0.0,4.0,7.0,313.0,6.0,3.0,3.0,2.0,3.0,34.0,8.0,10.0,9.0
triplea.csv,71.0,3.0,1.0,0.0,0.0,0.0,4.0,23.0,177.0,6.0,0.0,7.0,1.0,8.0,29.0,5.0,2.0,0.0
yarp0.csv,59.0,1.0,1.0,2.0,0.0,0.0,2.0,17.0,210.0,2.0,2.0,0.0,0.0,1.0,19.0,6.0,24.0,26.0
