,campsoft.csv,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,sevenupdate.csv,freenet.csv,qlc.csv,officefloor.csv,botsnscouts.csv,google-caja.csv,yarp0.csv,kindb.csv,repositorium.csv,poormans.csv,illumination.csv,hibernate.csv,geogebra.csv
botsnscouts.csv,0.66,0.51,0.58,0.41,0.61,0.77,0.8,0.61,0.51,0.37,0.93,0.68,0.32,0.73,0.45,0.6,0.57,0.41
fbmanager.csv,1.3,0.99,0.95,0.36,1.01,0.7,0.98,0.99,1.0,0.78,1.0,0.38,1.0,1.0,0.4,1.0,1.0,1.0
freenet.csv,1.22,0.82,1.01,0.89,0.63,0.69,0.49,0.96,0.99,1.0,0.78,0.81,1.09,0.55,0.77,0.88,0.64,0.8
geogebra.csv,1.03,0.58,0.68,0.5,0.53,0.63,0.65,0.58,0.59,0.6,0.61,0.61,0.5,0.61,0.83,0.84,0.64,0.4
google-caja.csv,0.88,0.43,0.86,0.43,0.5,0.56,0.83,0.62,0.88,0.57,0.37,0.73,0.22,0.62,0.61,0.63,0.77,0.67
hibernate.csv,0.57,0.53,0.64,0.51,0.63,0.66,0.52,0.63,0.88,0.57,0.48,0.75,0.35,0.62,0.5,0.78,0.56,0.49
illumination.csv,0.91,0.55,0.85,1.0,0.88,1.0,0.87,0.78,1.0,1.0,0.61,0.92,1.0,1.0,1.0,0.27,1.0,1.0
kindb.csv,0.81,0.48,0.67,0.71,0.5,0.75,0.78,0.57,0.87,0.47,0.61,0.75,0.24,0.66,0.61,0.74,0.78,0.6
officefloor.csv,0.53,0.62,0.88,0.77,0.67,0.78,0.64,0.69,0.48,0.57,0.71,0.68,0.62,0.82,0.36,0.94,0.61,0.61
paintown.csv,0.96,0.37,0.65,0.68,0.94,0.7,0.71,0.77,0.95,1.01,1.01,0.43,0.4,0.78,0.89,0.71,0.89,0.94
poormans.csv,1.04,0.9,0.6,0.93,0.59,0.83,0.54,0.92,0.52,0.51,0.68,0.91,1.0,1.0,0.35,0.63,0.79,0.56
qlc.csv,1.17,0.58,0.49,0.65,0.57,0.72,0.59,0.43,0.52,0.62,0.57,0.51,0.38,0.73,0.45,0.8,0.55,0.63
repositorium.csv,1.01,0.84,0.82,0.85,0.84,0.98,0.83,0.81,0.95,1.0,0.81,0.58,1.0,0.33,0.89,0.72,0.95,0.92
sevenupdate.csv,0.94,0.89,0.86,0.76,1.0,0.24,0.85,0.89,1.0,0.6,0.9,1.0,1.0,1.0,0.99,0.81,0.91,0.85
sqlpower-library.csv,0.77,0.99,0.96,0.9,0.41,1.0,0.82,0.93,0.95,1.0,0.56,0.85,1.0,1.0,0.88,0.98,0.8,0.86
triplea.csv,0.9,0.52,0.37,0.52,0.73,0.64,0.9,0.58,0.69,0.72,0.68,0.67,0.32,0.76,0.88,0.7,0.65,0.59
yarp0.csv,0.65,0.49,0.77,0.75,0.51,0.84,0.81,0.66,0.81,0.66,0.74,0.3,0.72,0.97,0.68,0.71,0.68,0.84
