,campsoft.csv,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,sevenupdate.csv,freenet.csv,qlc.csv,officefloor.csv,botsnscouts.csv,google-caja.csv,yarp0.csv,kindb.csv,repositorium.csv,poormans.csv,illumination.csv,hibernate.csv,geogebra.csv
botsnscouts.csv,0.34,0.44,0.38,0.36,0.33,0.35,0.32,0.37,0.44,0.44,0.34,0.5,0.31,0.41,0.47,0.42,0.38,0.43
fbmanager.csv,0.31,0.42,0.29,0.43,0.36,0.38,0.36,0.41,0.45,0.33,0.33,0.48,0.44,0.41,0.46,0.34,0.43,0.39
freenet.csv,0.42,0.62,0.31,0.52,0.43,0.5,0.44,0.66,0.45,0.32,0.33,0.57,0.85,0.76,0.51,0.4,0.58,0.45
geogebra.csv,0.63,0.5,0.6,0.45,0.34,0.4,0.33,0.42,0.51,0.5,0.53,0.43,0.38,0.37,0.93,0.85,0.52,0.47
google-caja.csv,0.29,0.39,0.27,0.38,0.35,0.31,0.33,0.35,0.45,0.31,0.32,0.3,0.3,0.3,0.39,0.38,0.41,0.38
hibernate.csv,0.43,0.5,0.38,0.44,0.46,0.48,0.45,0.42,0.45,0.5,0.39,0.54,0.44,0.52,0.49,0.5,0.57,0.49
illumination.csv,0.33,0.47,0.32,0.43,0.38,0.44,0.96,0.44,0.0,0.31,0.55,0.39,0.0,0.0,0.45,0.73,0.0,0.0
kindb.csv,0.35,0.43,0.39,0.69,0.36,0.5,0.36,0.46,0.47,0.37,0.49,0.33,0.31,0.33,0.54,0.52,0.47,0.59
officefloor.csv,0.45,0.61,0.83,0.8,0.52,0.64,0.56,0.78,0.51,0.53,0.76,0.56,0.54,0.67,0.46,0.67,0.58,0.71
paintown.csv,0.32,0.42,0.44,0.4,0.4,0.42,0.44,0.45,0.47,0.33,0.36,0.59,0.34,0.36,0.53,0.52,0.48,0.41
poormans.csv,0.58,0.95,0.43,0.89,0.44,0.7,0.42,0.97,0.72,0.38,0.63,0.82,0.0,0.0,0.44,0.67,0.98,0.63
qlc.csv,0.38,0.44,0.45,0.67,0.38,0.4,0.34,0.48,0.49,0.5,0.53,0.38,0.38,0.89,0.6,0.53,0.44,0.83
repositorium.csv,0.94,0.74,0.92,0.7,0.91,0.66,0.63,0.97,0.99,0.0,0.96,0.59,0.0,0.56,0.93,0.93,0.96,0.88
sevenupdate.csv,0.32,0.45,0.33,0.42,0.38,0.59,0.4,0.42,0.45,0.46,0.38,0.39,0.44,0.41,0.45,0.44,0.46,0.45
sqlpower-library.csv,0.36,0.43,0.33,0.42,0.47,0.44,0.37,0.42,0.46,0.31,0.37,0.41,0.59,0.42,0.47,0.33,0.48,0.43
triplea.csv,0.32,0.46,0.43,0.43,0.37,0.5,0.35,0.51,0.52,0.37,0.33,0.44,0.29,0.38,0.43,0.45,0.48,0.41
yarp0.csv,0.41,0.48,0.34,0.39,0.46,0.44,0.37,0.42,0.46,0.4,0.39,0.5,0.47,0.41,0.45,0.34,0.55,0.43
