,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.81,0.87,0.89,0.9,0.81,0.8,0.75,0.89,0.81,0.91,0.93,0.65,0.76,0.8,0.83,0.8,0.86,0.05,0.82,0.74
apertium.csv,0.54,0.52,0.63,0.54,0.52,0.75,0.75,0.67,0.59,0.38,0.08,0.76,0.58,0.72,0.94,0.59,0.86,0.93,0.91,0.72
beast-mcmc.csv,0.02,0.72,0.74,0.83,0.74,0.83,0.63,0.59,0.53,0.8,1.0,0.96,0.59,0.53,0.75,0.66,0.85,0.69,0.56,0.58
bigdata.csv,0.68,0.88,0.71,0.58,0.85,0.77,0.69,0.64,0.6,0.95,0.97,0.9,0.7,0.67,0.77,0.03,0.87,0.93,0.93,0.79
cuberok.csv,0.67,0.55,0.63,0.62,0.4,0.82,0.74,0.05,0.63,0.74,0.84,0.69,0.58,0.77,0.74,0.73,0.67,0.85,0.7,0.6
exist.csv,0.56,0.64,0.86,0.93,0.65,0.82,0.6,0.61,0.53,0.71,0.65,0.58,0.02,0.66,0.85,0.77,1.0,0.77,0.77,0.47
icescrum.csv,0.58,0.73,0.76,0.9,0.72,0.87,0.68,1.0,0.66,0.63,0.77,0.94,0.75,0.57,0.96,0.76,0.96,0.98,0.96,0.0
jbasic.csv,0.63,0.63,0.79,0.77,0.86,0.87,0.68,0.63,0.71,0.05,0.92,0.85,0.78,0.83,0.96,0.77,0.96,0.59,0.75,0.74
jgnash.csv,0.75,0.83,0.85,0.73,0.9,0.74,0.7,1.0,0.2,0.88,0.67,0.84,0.64,0.8,0.68,0.69,0.95,0.93,0.84,0.85
jrefactory.csv,0.71,0.86,0.0,0.75,0.74,0.66,0.75,0.87,0.59,0.8,0.85,0.9,0.75,0.61,0.92,0.65,0.6,0.95,0.87,0.72
jsecurity.csv,0.73,0.79,0.86,0.03,0.81,0.79,0.69,0.75,0.69,0.77,0.89,0.83,0.79,0.59,0.69,0.74,0.83,0.69,0.92,0.73
libopenmetaverse.csv,0.92,0.8,0.9,0.91,0.67,0.0,0.81,0.82,0.91,1.0,0.89,0.61,0.72,0.94,0.81,0.86,0.81,0.65,0.71,0.51
mobicents.csv,0.55,0.7,0.75,0.65,0.45,0.6,0.01,0.71,0.58,0.55,0.6,0.76,0.59,0.54,0.91,0.63,0.99,0.68,0.96,0.62
mp-rechnungs-und-kundenverwaltung.csv,0.66,0.78,0.76,0.81,0.74,0.7,0.65,0.77,0.86,0.73,0.9,0.69,0.67,0.04,0.88,0.75,0.96,0.65,0.65,0.74
opendvr.csv,0.86,0.8,0.54,0.76,0.8,0.76,0.65,0.84,0.85,0.83,0.58,0.86,0.83,0.68,0.55,0.81,0.93,0.84,0.14,0.57
openefm.csv,0.8,0.06,0.68,0.57,0.52,0.74,0.62,0.58,0.69,0.61,0.65,0.89,0.51,0.59,0.77,0.82,0.94,0.82,0.82,0.52
sidekar.csv,0.54,0.62,0.87,0.42,0.03,0.74,0.57,0.73,0.56,0.7,0.69,0.7,0.63,0.64,0.65,0.67,0.87,0.5,0.7,0.43
wheat.csv,0.6,0.72,0.71,0.81,0.52,0.84,0.72,0.72,0.73,0.94,0.61,0.59,0.66,0.79,0.0,0.68,1.0,0.75,0.73,0.6
wsmt.csv,0.87,0.95,0.68,0.84,0.94,0.71,0.77,0.93,0.92,1.01,0.82,0.78,0.82,0.92,0.76,0.89,0.03,0.77,0.69,0.9
yarp0.csv,0.83,0.69,0.78,0.81,0.74,0.77,0.65,0.82,0.65,0.67,0.93,0.19,0.75,0.58,0.83,0.75,0.85,0.54,0.91,0.51
