,orc.csv,magicwars.csv,haggle.csv,java-gnome.csv,archive-crawler.csv,servicestack.csv,gisgraphy.csv
archive-crawler.csv,0.11,0.08,0.39,0.06,0.22,0.04,0.25
gisgraphy.csv,0.24,0.94,0.44,0.06,0.05,0.65,0.23
haggle.csv,0.29,0.33,0.41,0.06,0.25,0.02,0.29
java-gnome.csv,0.21,0.01,0.22,0.12,0.2,0.33,0.42
magicwars.csv,0.98,0.08,1.0,0.69,0.93,1.0,0.9
orc.csv,0.2,0.82,0.22,0.31,0.42,0.02,0.17
servicestack.csv,0.06,0.01,0.0,0.0,0.11,0.2,0.02
