,orc.csv,magicwars.csv,haggle.csv,java-gnome.csv,archive-crawler.csv,servicestack.csv,gisgraphy.csv
archive-crawler.csv,0.76,0.65,0.7,0.83,0.49,0.65,0.73
gisgraphy.csv,0.85,0.95,0.78,1.0,0.78,0.74,0.43
haggle.csv,0.48,0.58,0.61,0.83,0.7,0.65,0.54
java-gnome.csv,0.84,0.78,0.72,0.23,0.89,0.62,0.58
magicwars.csv,0.99,0.36,1.0,0.69,0.93,1.0,0.9
orc.csv,0.24,0.94,0.68,0.96,0.57,0.65,0.79
servicestack.csv,0.88,0.91,1.0,1.0,0.79,0.4,0.95
