,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,wheat.csv,panda3d.csv
benojt.csv,0.97,1.0,1.0,0.99,1.0,1.0,1.0
jahshaka.csv,0.49,0.91,0.48,0.28,0.6,0.39,0.42
jatlas.csv,0.92,0.55,0.68,0.55,1.0,0.07,0.17
jedit.csv,0.75,0.64,0.62,1.0,1.0,0.54,0.42
open-media-library.csv,0.77,0.45,0.68,0.67,1.0,0.43,0.5
panda3d.csv,0.66,0.36,0.52,0.72,0.8,0.54,0.48
wheat.csv,0.38,0.45,0.68,0.41,0.6,0.64,0.4
