,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,wheat.csv,panda3d.csv
benojt.csv,0.46,0.0,0.0,0.99,0.13,0.0,0.0
jahshaka.csv,0.53,0.86,0.47,0.33,0.54,0.43,0.42
jatlas.csv,0.57,0.55,0.48,0.57,0.97,0.09,0.2
jedit.csv,0.74,0.63,0.61,0.0,0.3,0.54,0.45
open-media-library.csv,0.61,0.5,0.69,0.0,0.89,0.46,0.53
panda3d.csv,0.66,0.4,0.54,0.76,0.77,0.54,0.52
wheat.csv,0.39,0.47,0.4,0.46,0.57,0.67,0.43
