,qgo.csv,firebird.csv,applet2app.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,webdriver.csv,mscore.csv,yafdotnet.csv,nabu-library.csv,jparsec.csv,xined.csv,ns-3-dev-def-routing.csv,open-ms.csv,biodwh.csv,jcache.csv
applet2app.csv,11.0,0.0,0.0,18.0,47.0,2.0,8.0,1.0,11.0,1.0,2.0,0.0,5.0,14.0,3.0,0.0
biodwh.csv,3.0,8.0,3.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,3.0,9.0,0.0,3.0,0.0,0.0
blue-c.csv,1.0,0.0,5.0,4.0,14.0,0.0,0.0,0.0,0.0,30.0,2.0,0.0,0.0,23.0,6.0,3.0
cities3d.csv,15.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,2.0,33.0,3.0,0.0,1.0,14.0,13.0,3.0
firebird.csv,5.0,0.0,15.0,8.0,14.0,0.0,7.0,6.0,0.0,12.0,1.0,8.0,6.0,8.0,9.0,0.0
jcache.csv,2.0,1.0,1.0,0.0,25.0,54.0,3.0,1.0,4.0,59.0,0.0,7.0,5.0,15.0,0.0,0.0
jparsec.csv,8.0,6.0,5.0,2.0,47.0,2.0,4.0,1.0,10.0,0.0,1.0,0.0,1.0,9.0,7.0,2.0
mscore.csv,0.0,0.0,4.0,2.0,40.0,1.0,0.0,0.0,0.0,33.0,1.0,0.0,0.0,9.0,21.0,1.0
nabu-library.csv,5.0,0.0,7.0,4.0,33.0,1.0,9.0,1.0,0.0,0.0,0.0,18.0,4.0,9.0,15.0,2.0
ns-3-dev-def-routing.csv,10.0,0.0,2.0,4.0,5.0,0.0,0.0,2.0,0.0,39.0,0.0,0.0,0.0,13.0,5.0,2.0
open-ms.csv,11.0,0.0,8.0,10.0,54.0,2.0,0.0,1.0,2.0,2.0,3.0,3.0,1.0,0.0,17.0,3.0
popeye-chess.csv,0.0,0.0,2.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,12.0,8.0,1.0
qgo.csv,0.0,2.0,2.0,0.0,14.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,12.0,1.0,0.0
webdriver.csv,7.0,0.0,8.0,8.0,42.0,1.0,0.0,1.0,4.0,1.0,3.0,0.0,0.0,8.0,0.0,3.0
xined.csv,15.0,0.0,8.0,5.0,72.0,2.0,0.0,3.0,2.0,2.0,1.0,0.0,2.0,2.0,13.0,1.0
yafdotnet.csv,2.0,0.0,5.0,0.0,43.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,8.0,1.0,2.0
