,qgo.csv,firebird.csv,applet2app.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,webdriver.csv,mscore.csv,yafdotnet.csv,nabu-library.csv,jparsec.csv,xined.csv,ns-3-dev-def-routing.csv,open-ms.csv,biodwh.csv,jcache.csv
applet2app.csv,0.84,0.28,0.95,0.5,0.43,0.0,0.57,0.17,0.53,0.29,0.62,0.65,0.47,0.6,0.61,0.63
biodwh.csv,0.24,0.2,0.29,0.34,0.46,0.12,0.21,0.29,0.25,0.11,0.34,0.23,0.42,0.32,1.0,0.4
blue-c.csv,0.53,0.61,0.58,0.78,0.79,0.94,0.68,0.52,0.45,0.29,0.46,0.73,0.63,0.51,0.62,0.6
cities3d.csv,0.37,0.5,0.47,0.47,0.91,0.32,0.47,0.24,0.18,0.13,0.31,0.43,0.58,0.28,0.1,0.29
firebird.csv,0.6,0.95,0.62,0.64,0.64,0.52,0.66,0.47,0.59,0.43,0.57,0.57,0.64,0.53,0.64,0.46
jcache.csv,0.65,0.32,0.38,0.2,0.37,0.0,0.5,0.3,0.54,0.08,0.4,0.44,0.39,0.34,0.6,0.95
jparsec.csv,0.34,0.4,0.52,0.65,0.53,0.39,0.5,0.62,0.66,0.47,0.98,0.55,0.58,0.54,0.63,0.65
mscore.csv,0.66,0.59,0.62,0.65,0.73,0.63,0.66,0.98,0.5,0.32,0.54,0.65,0.68,0.51,0.5,0.57
nabu-library.csv,0.72,0.56,0.54,0.68,0.57,0.61,0.48,0.59,0.52,1.0,0.55,0.39,0.62,0.58,0.69,0.77
ns-3-dev-def-routing.csv,0.48,0.61,0.43,0.5,0.56,0.42,0.45,0.34,0.36,0.25,0.41,0.43,0.94,0.3,0.45,0.25
open-ms.csv,0.13,0.56,0.5,0.55,0.34,0.22,0.55,0.46,0.43,0.38,0.27,0.23,0.24,0.93,0.51,0.42
popeye-chess.csv,0.56,0.52,0.54,0.95,0.66,0.66,0.6,0.53,0.42,0.36,0.45,0.66,0.66,0.52,0.37,0.49
qgo.csv,1.0,0.6,0.54,0.66,0.62,0.56,0.41,0.67,0.65,0.18,0.51,0.53,0.56,0.54,0.47,0.4
webdriver.csv,0.56,0.56,0.53,0.66,0.67,0.55,0.97,0.42,0.37,0.21,0.28,0.5,0.54,0.42,0.46,0.26
xined.csv,0.3,0.32,0.44,0.33,0.54,0.42,0.19,0.39,0.32,0.58,0.25,1.0,0.37,0.37,0.36,0.07
yafdotnet.csv,0.77,0.52,0.59,0.66,0.62,0.27,0.63,0.6,0.98,0.36,0.41,0.62,0.58,0.67,0.7,0.66
