,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.66,0.9,0.82,0.81,0.78,0.51,0.74,0.87,0.0,0.44,0.85,0.86,0.53
badtrinity-zero.csv,0.71,0.49,0.06,0.72,0.77,0.65,0.68,0.69,0.59,0.82,0.75,0.81,0.57
betoffice.csv,0.8,1.09,0.78,0.69,0.05,0.73,0.61,0.82,0.69,0.78,0.63,0.59,0.55
exordium.csv,0.94,0.95,0.94,0.93,0.91,0.34,0.05,0.67,0.78,0.4,0.89,0.94,0.41
fltk.csv,0.53,0.81,0.59,0.02,0.93,0.5,0.55,0.42,0.66,0.38,0.66,0.57,0.45
gabel.csv,0.94,1.0,0.99,0.99,1.0,0.96,1.0,1.0,1.0,0.0,0.98,0.97,1.0
genoviz.csv,1.0,1.0,0.99,0.99,1.0,1.0,0.95,1.0,1.0,1.0,1.0,0.97,0.0
irrlicht.csv,0.88,0.76,0.82,0.69,0.98,0.63,0.7,0.89,0.73,0.77,0.02,0.8,0.43
nug.csv,0.12,0.74,0.86,0.81,0.83,0.83,0.55,0.63,0.81,0.55,0.7,0.74,0.32
rezilla.csv,0.85,0.07,0.61,0.73,0.85,0.69,0.69,0.76,0.96,0.91,0.77,0.83,0.93
toped.csv,0.88,0.61,0.69,0.72,0.88,0.63,0.85,0.0,0.77,0.68,0.81,0.72,0.58
xmemcached.csv,0.94,0.85,0.92,0.74,0.92,0.22,0.59,0.76,0.75,0.53,0.8,0.56,0.45
zoolib.csv,1.0,0.95,0.98,0.84,1.0,0.91,0.85,0.79,0.84,0.88,0.77,0.26,0.8
