,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.4,0.13,0.23,0.24,0.31,0.6,0.3,0.23,1.0,0.73,0.2,0.19,0.82
badtrinity-zero.csv,0.52,0.67,0.95,0.59,0.54,0.46,0.49,0.55,0.68,0.29,0.47,0.3,0.7
betoffice.csv,0.28,0.26,0.38,0.44,0.96,0.42,0.57,0.29,0.54,0.48,0.57,0.62,0.71
exordium.csv,0.07,0.06,0.07,0.09,0.13,0.73,0.96,0.41,0.28,0.66,0.15,0.07,0.76
fltk.csv,0.6,0.25,0.48,0.98,0.15,0.6,0.65,0.67,0.53,0.82,0.5,0.5,0.75
gabel.csv,0.07,0.0,0.01,0.01,0.0,0.05,0.0,0.07,0.0,1.0,0.02,0.04,0.0
genoviz.csv,0.0,0.0,0.01,0.01,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.04,1.0
irrlicht.csv,0.42,0.43,0.52,0.53,0.02,0.44,0.63,0.37,0.32,0.29,1.0,0.53,0.76
nug.csv,0.9,0.3,0.19,0.23,0.21,0.2,0.52,0.55,0.24,0.54,0.43,0.36,0.79
rezilla.csv,0.41,0.95,0.63,0.55,0.45,0.58,0.48,0.53,0.32,0.28,0.41,0.35,0.37
toped.csv,0.44,0.68,0.59,0.56,0.16,0.51,0.47,1.0,0.32,0.42,0.52,0.6,0.6
xmemcached.csv,0.07,0.19,0.1,0.31,0.11,0.82,0.47,0.31,0.32,0.54,0.26,0.5,0.63
zoolib.csv,0.0,0.06,0.04,0.2,0.0,0.11,0.19,0.26,0.23,0.15,0.38,0.78,0.24
