,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,phet.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,qdvdauthor.csv,kmess.csv,moast.csv,nativeclient.csv,genoviz.csv
brlcad.csv,0.96,0.49,0.61,0.94,0.89,0.76,0.87,0.68,0.83,0.7,0.68,0.9,0.48,0.81,0.96,0.93,1.01,0.93,0.66
delphilhlplib.csv,0.88,0.44,0.32,0.59,0.73,0.61,0.84,0.46,0.65,0.68,0.6,0.42,0.44,0.5,0.62,0.66,0.59,0.73,0.82
exordium.csv,0.64,0.6,0.56,0.67,0.31,0.57,0.87,0.68,0.47,0.69,0.83,0.65,0.53,0.67,0.66,0.68,0.97,0.86,0.56
fltk.csv,0.88,0.67,0.56,0.45,0.48,0.75,0.75,0.53,0.4,0.64,0.65,0.57,0.38,0.46,0.62,0.7,0.76,0.55,0.67
genoviz.csv,0.74,0.92,0.66,0.88,0.79,0.55,0.86,0.9,0.84,0.85,0.89,0.87,0.97,0.86,0.75,0.86,0.42,0.74,0.07
gzigzag.csv,0.43,0.88,0.81,0.79,0.69,0.59,0.99,0.8,0.63,0.8,0.66,0.76,0.9,0.85,0.73,0.85,0.84,0.91,0.76
irrlicht.csv,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,0.64,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0
kmess.csv,0.82,1.0,0.98,0.66,0.69,0.87,0.97,0.49,0.49,0.7,1.0,0.42,0.81,0.85,0.48,0.53,1.18,1.0,0.92
moast.csv,0.91,0.91,0.77,0.71,0.68,0.83,0.76,0.87,1.0,0.8,1.0,0.86,0.95,0.57,0.9,1.0,0.11,0.98,0.7
mptvseries.csv,0.55,0.65,0.96,0.52,0.63,0.7,0.96,0.37,0.48,0.7,0.48,0.61,0.69,0.73,0.52,0.61,0.97,0.76,0.33
nativeclient.csv,0.73,0.64,0.78,0.58,0.68,0.68,0.77,0.62,0.57,0.56,0.42,0.46,0.51,0.54,0.58,0.61,0.86,0.44,0.67
openfrag.csv,0.83,0.74,0.89,0.61,0.52,0.73,0.86,0.37,0.46,0.69,0.57,0.5,0.79,0.38,0.56,0.6,0.8,0.67,0.87
phet.csv,1.01,0.63,0.77,0.95,0.94,0.74,0.48,0.93,1.06,0.86,0.98,0.98,0.92,1.09,0.85,0.86,1.26,0.87,1.05
qdvdauthor.csv,0.72,0.92,0.93,0.9,0.75,0.66,0.66,0.65,0.55,0.79,1.0,0.63,0.91,0.82,0.46,0.77,0.28,0.91,0.88
qse.csv,0.64,0.89,0.69,0.54,0.51,0.64,0.69,0.48,0.39,0.65,0.28,0.6,0.52,0.65,0.72,0.59,0.86,0.9,0.68
sauerbraten.csv,0.42,0.87,0.86,0.95,0.64,0.75,0.81,0.97,1.0,0.86,1.0,0.97,0.82,0.92,0.95,0.91,0.62,0.99,1.04
toped.csv,0.92,0.83,0.95,0.85,0.79,0.96,0.97,0.59,0.24,0.8,0.94,0.73,0.63,0.65,0.6,0.72,0.72,0.81,0.96
truevision.csv,0.79,0.87,0.9,0.57,0.73,0.65,0.89,0.57,0.41,0.75,0.33,0.38,0.45,0.65,0.64,0.73,0.97,0.65,0.6
zoolib.csv,0.59,0.9,0.69,0.6,0.54,0.7,0.93,0.53,0.53,0.64,0.86,0.56,0.41,0.79,0.76,0.58,0.93,0.93,0.55
