,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,phet.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,qdvdauthor.csv,kmess.csv,moast.csv,nativeclient.csv,genoviz.csv
brlcad.csv,0.96,0.43,0.11,0.03,0.02,0.22,0.33,0.0,0.33,0.22,0.19,0.04,0.33,0.08,0.26,0.09,0.45,0.02,0.27
delphilhlplib.csv,0.88,0.29,0.28,0.16,0.73,0.45,0.58,0.19,0.44,0.59,0.02,0.21,0.4,0.11,0.42,0.13,0.59,0.09,0.82
exordium.csv,0.58,0.19,0.33,0.06,0.23,0.45,0.44,0.26,0.44,0.2,0.0,0.15,0.4,0.09,0.21,0.05,0.45,0.04,0.56
fltk.csv,0.88,0.56,0.44,0.25,0.46,0.68,0.68,0.39,0.22,0.51,0.64,0.21,0.19,0.3,0.47,0.64,0.76,0.32,0.67
genoviz.csv,0.25,0.11,0.61,0.02,0.0,0.31,0.24,0.06,0.0,0.12,0.0,0.01,0.04,0.02,0.05,0.07,0.17,0.16,0.07
gzigzag.csv,0.38,0.1,0.06,0.06,0.07,0.28,0.12,0.13,0.22,0.14,0.0,0.01,0.05,0.0,0.11,0.05,0.21,0.03,0.76
irrlicht.csv,1.0,0.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,0.59,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0
kmess.csv,0.08,0.0,0.06,0.64,0.5,0.09,0.03,0.26,0.44,0.43,0.0,0.24,0.23,0.08,0.26,0.45,0.86,0.0,0.44
moast.csv,0.17,0.83,0.17,0.32,0.25,0.81,0.37,0.35,1.0,0.24,1.0,0.35,0.14,0.25,0.21,1.0,0.1,0.98,0.58
mptvseries.csv,0.5,0.62,0.0,0.21,0.25,0.12,0.19,0.26,0.11,0.2,0.21,0.2,0.13,0.06,0.16,0.2,0.03,0.11,0.33
nativeclient.csv,0.12,0.36,0.78,0.26,0.68,0.58,0.36,0.23,0.56,0.25,0.28,0.39,0.44,0.42,0.37,0.51,0.86,0.27,0.64
openfrag.csv,0.83,0.65,0.89,0.58,0.5,0.65,0.8,0.19,0.44,0.63,0.02,0.15,0.15,0.23,0.37,0.42,0.79,0.23,0.84
phet.csv,0.25,0.47,0.17,0.38,0.52,0.4,0.25,0.68,0.67,0.65,0.34,0.93,0.91,0.85,0.58,0.62,0.79,0.71,0.31
qdvdauthor.csv,0.08,0.91,0.61,0.86,0.62,0.48,0.57,0.65,0.33,0.69,1.0,0.42,0.35,0.77,0.42,0.75,0.0,0.9,0.36
qse.csv,0.58,0.04,0.44,0.48,0.46,0.56,0.55,0.23,0.33,0.43,0.17,0.3,0.41,0.15,0.32,0.31,0.86,0.01,0.56
sauerbraten.csv,0.38,0.86,0.67,0.95,0.62,0.74,0.8,0.97,1.0,0.84,1.0,0.97,0.68,0.91,0.95,0.91,0.62,0.99,0.84
toped.csv,0.92,0.73,0.94,0.85,0.79,0.96,0.97,0.58,0.0,0.76,0.94,0.48,0.5,0.6,0.58,0.69,0.72,0.8,0.96
truevision.csv,0.79,0.09,0.89,0.56,0.73,0.51,0.89,0.55,0.33,0.73,0.21,0.24,0.39,0.6,0.47,0.71,0.97,0.21,0.44
zoolib.csv,0.58,0.03,0.61,0.14,0.39,0.56,0.28,0.03,0.33,0.27,0.0,0.18,0.25,0.04,0.47,0.31,0.93,0.02,0.38
